Filename,Buggy/Deleted,Fixed/Added
"Calculator.java
","-                btn6.setBackground(new Color(171,171,171));",+                btn6.setBackground(secondaryDarkColor);
"Calculator.java
","-                btn7.setBackground(new Color(171,171,171));",+                btn7.setBackground(secondaryDarkColor);
"Calculator.java
","-                btn8.setBackground(new Color(171,171,171));",+                btn8.setBackground(secondaryDarkColor);
"Calculator.java
","-                btn9.setBackground(new Color(171,171,171));",+                btn9.setBackground(secondaryDarkColor);
"Calculator.java
","-                btnPoint.setBackground(new Color(171,171,171));",+                btnPoint.setBackground(secondaryDarkColor);
"Calculator.java
",-,+
"Calculator.java
","-                btnC.setForeground(new Color(171,171,171));",+                btnC.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnBack.setForeground(new Color(171,171,171));",+                btnBack.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnMod.setForeground(new Color(171,171,171));",+                btnMod.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnDiv.setForeground(new Color(171,171,171));",+                btnDiv.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnMul.setForeground(new Color(171,171,171));",+                btnMul.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnSub.setForeground(new Color(171,171,171));",+                btnSub.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnAdd.setForeground(new Color(171,171,171));",+                btnAdd.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnEqual.setForeground(new Color(171,171,171));",+                btnEqual.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnLog.setForeground(new Color(171,171,171));",+                btnLog.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnPower.setForeground(new Color(171,171,171));",+                btnPower.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnRoot.setForeground(new Color(171,171,171));",+                btnRoot.setForeground(secondaryDarkColor);
"Calculator.java
","-                btnC.setBackground(new Color(141,38,99));",+                btnC.setBackground(primaryDarkColor);
"Calculator.java
","-                btnBack.setBackground(new Color(141,38,99));",+                btnBack.setBackground(primaryDarkColor);
"Calculator.java
","-                btnMod.setBackground(new Color(141,38,99));",+                btnMod.setBackground(primaryDarkColor);
"Calculator.java
","-                btnDiv.setBackground(new Color(141,38,99));",+                btnDiv.setBackground(primaryDarkColor);
"Calculator.java
","-                btnMul.setBackground(new Color(141,38,99));",+                btnMul.setBackground(primaryDarkColor);
"Calculator.java
","-                btnSub.setBackground(new Color(141,38,99));",+                btnSub.setBackground(primaryDarkColor);
"Calculator.java
","-                btnAdd.setBackground(new Color(141,38,99));",+                btnAdd.setBackground(primaryDarkColor);
"Calculator.java
","-                btnRoot.setBackground(new Color(141,38,99));",+                btnRoot.setBackground(primaryDarkColor);
"Calculator.java
","-                btnLog.setBackground(new Color(141,38,99));",+                btnLog.setBackground(primaryDarkColor);
"Calculator.java
","-                btnPower.setBackground(new Color(141,38,99));",+                btnPower.setBackground(primaryDarkColor);
"Calculator.java
","-                btnEqual.setBackground(new Color(141,38,99));",+                btnEqual.setBackground(primaryDarkColor);
,,---------------------------------------------------
Commit_ID: 79068356ad40ddb9770733831f275ae781825626,End of commit,End of commit
Commit_ID: 902f57bafa105071a4d4c860ceb71d1d1030875e,End of commit,End of commit
"Calculator.java
","-    private JComboBox<String> comboCalcType, comboTheme;","+    private JComboBox<String> comboCalcType, comboTheme ;"
,,---------------------------------------------------
Commit_ID: 4966ae22f10a706b8198f8420b18f544543ef132,End of commit,End of commit
"Calculator.java
","-        comboTheme = initCombo(new String[]{""Simple"", ""Colored""}, 230, 30, ""Theme"", themeSwitchEventConsumer);","+        comboTheme = initCombo(new String[]{""Simple"", ""Colored"", ""DarkTheme""}, 230, 30, ""Theme"", themeSwitchEventConsumer);"
,,---------------------------------------------------
,,+               window.getContentPane().setBackground(null);
,,+                window.getContentPane().setBackground(null);
,,"+                case ""DarkTheme"":"
,,"+                window.getContentPane().setBackground(new Color(68, 68, 68));"
,,"+                btn0.setBackground(new Color(171,171,171));"
,,"+                btn1.setBackground(new Color(171,171,171));"
,,"+                btn2.setBackground(new Color(171,171,171));"
,,"+                btn3.setBackground(new Color(171,171,171));"
,,"+                btn4.setBackground(new Color(171,171,171));"
,,"+                btn5.setBackground(new Color(171,171,171));"
,,"+                btn6.setBackground(new Color(171,171,171));"
,,"+                btn7.setBackground(new Color(171,171,171));"
,,"+                btn8.setBackground(new Color(171,171,171));"
,,"+                btn9.setBackground(new Color(171,171,171));"
,,"+                btnPoint.setBackground(new Color(171,171,171));"
,,+
,,"+                btnC.setForeground(new Color(171,171,171));"
,,"+                btnBack.setForeground(new Color(171,171,171));"
,,"+                btnMod.setForeground(new Color(171,171,171));"
,,"+                btnDiv.setForeground(new Color(171,171,171));"
,,"+                btnMul.setForeground(new Color(171,171,171));"
,,"+                btnSub.setForeground(new Color(171,171,171));"
,,"+                btnAdd.setForeground(new Color(171,171,171));"
,,"+                btnEqual.setForeground(new Color(171,171,171));"
,,"+                btnLog.setForeground(new Color(171,171,171));"
,,"+                btnPower.setForeground(new Color(171,171,171));"
,,"+                btnRoot.setForeground(new Color(171,171,171));"
,,"+                btnC.setBackground(new Color(141,38,99));"
,,"+                btnBack.setBackground(new Color(141,38,99));"
,,"+                btnMod.setBackground(new Color(141,38,99));"
,,"+                btnDiv.setBackground(new Color(141,38,99));"
,,"+                btnMul.setBackground(new Color(141,38,99));"
,,"+                btnSub.setBackground(new Color(141,38,99));"
,,"+                btnAdd.setBackground(new Color(141,38,99));"
,,"+                btnRoot.setBackground(new Color(141,38,99));"
,,"+                btnLog.setBackground(new Color(141,38,99));"
,,"+                btnPower.setBackground(new Color(141,38,99));"
,,"+                btnEqual.setBackground(new Color(141,38,99));"
Commit_ID: d8245ec011b7159ec6c5a6bdd88ed35ae7f216c6,End of commit,End of commit
,,"+<?xml version=""1.0"" encoding=""UTF-8""?>"
,,+<classpath>
,,"+	<classpathentry kind=""src"" output=""target/classes"" path=""src/main/java"">"
,,+		<attributes>
,,"+			<attribute name=""optional"" value=""true""/>"
,,"+			<attribute name=""maven.pomderived"" value=""true""/>"
,,+		</attributes>
,,+	</classpathentry>
,,"+	<classpathentry kind=""src"" output=""target/test-classes"" path=""src/test/java"">"
,,+		<attributes>
,,"+			<attribute name=""optional"" value=""true""/>"
,,"+			<attribute name=""maven.pomderived"" value=""true""/>"
,,"+			<attribute name=""test"" value=""true""/>"
,,+		</attributes>
,,+	</classpathentry>
,,"+	<classpathentry kind=""con"" path=""org.eclipse.jdt.launching.JRE_CONTAINER/org.eclipse.jdt.internal.debug.ui.launcher.StandardVMType/JavaSE-1.8"">"
,,+		<attributes>
,,"+			<attribute name=""maven.pomderived"" value=""true""/>"
,,+		</attributes>
,,+	</classpathentry>
,,"+	<classpathentry kind=""con"" path=""org.eclipse.m2e.MAVEN2_CLASSPATH_CONTAINER"">"
,,+		<attributes>
,,"+			<attribute name=""maven.pomderived"" value=""true""/>"
,,+		</attributes>
,,+	</classpathentry>
,,"+	<classpathentry kind=""src"" path=""target/generated-sources/annotations"">"
,,+		<attributes>
,,"+			<attribute name=""optional"" value=""true""/>"
,,"+			<attribute name=""maven.pomderived"" value=""true""/>"
,,"+			<attribute name=""ignore_optional_problems"" value=""true""/>"
,,"+			<attribute name=""m2e-apt"" value=""true""/>"
,,+		</attributes>
,,+	</classpathentry>
,,"+	<classpathentry kind=""src"" output=""target/test-classes"" path=""target/generated-test-sources/test-annotations"">"
,,+		<attributes>
,,"+			<attribute name=""optional"" value=""true""/>"
,,"+			<attribute name=""maven.pomderived"" value=""true""/>"
,,"+			<attribute name=""ignore_optional_problems"" value=""true""/>"
,,"+			<attribute name=""m2e-apt"" value=""true""/>"
,,"+			<attribute name=""test"" value=""true""/>"
,,+		</attributes>
,,+	</classpathentry>
,,"+	<classpathentry kind=""output"" path=""target/classes""/>"
,,+</classpath>
,,"+<?xml version=""1.0"" encoding=""UTF-8""?>"
,,+<projectDescription>
,,+	<name>Calculator</name>
,,+	<comment></comment>
,,+	<projects>
,,+	</projects>
,,+	<buildSpec>
,,+		<buildCommand>
,,+			<name>org.eclipse.jdt.core.javabuilder</name>
,,+			<arguments>
,,+			</arguments>
,,+		</buildCommand>
,,+		<buildCommand>
,,+			<name>org.eclipse.m2e.core.maven2Builder</name>
,,+			<arguments>
,,+			</arguments>
,,+		</buildCommand>
,,+	</buildSpec>
,,+	<natures>
,,+		<nature>org.eclipse.jdt.core.javanature</nature>
,,+		<nature>org.eclipse.m2e.core.maven2Nature</nature>
,,+	</natures>
,,+	<filteredResources>
,,+		<filter>
,,+			<id>1612621132274</id>
,,+			<name></name>
,,+			<type>30</type>
,,+			<matcher>
,,+				<id>org.eclipse.core.resources.regexFilterMatcher</id>
,,+				<arguments>node_modules|.git|__CREATED_BY_JAVA_LANGUAGE_SERVER__</arguments>
,,+			</matcher>
,,+		</filter>
,,+	</filteredResources>
,,+</projectDescription>
,,+eclipse.preferences.version=1
,,+org.eclipse.jdt.apt.aptEnabled=false
,,+eclipse.preferences.version=1
,,+org.eclipse.jdt.core.compiler.codegen.targetPlatform=1.8
,,+org.eclipse.jdt.core.compiler.compliance=1.8
,,+org.eclipse.jdt.core.compiler.problem.enablePreviewFeatures=disabled
,,+org.eclipse.jdt.core.compiler.problem.forbiddenReference=warning
,,+org.eclipse.jdt.core.compiler.problem.reportPreviewFeatures=ignore
,,+org.eclipse.jdt.core.compiler.processAnnotations=disabled
,,+org.eclipse.jdt.core.compiler.release=disabled
,,+org.eclipse.jdt.core.compiler.source=1.8
,,+activeProfiles=
,,+eclipse.preferences.version=1
,,+resolveWorkspaceProjects=true
,,+version=1
Commit_ID: a63c9ff6948841b8ebeb9e807f7297c11392346e,End of commit,End of commit
,,+        btn.setFocusable(false);
Commit_ID: 86b0474da8157b8f4ac0155da80f76f867a2007a,End of commit,End of commit
"README.md
",-Sample           |   Colored,+Scientific / Simple |  Standard / Colored
"README.md
",-![Calculator - screenshot](screenshots/v1.2/sample.PNG) | ![Calculator - screenshot](screenshots/v1.2/colored.PNG),+![Calculator - screenshot](screenshots/simple.PNG) | ![Calculator - screenshot](screenshots/colored.PNG)
,,---------------------------------------------------
"Calculator.java
",-,
,,+import java.awt.event.ActionListener;
,,+import java.awt.event.ItemEvent;
,,+import java.util.function.Consumer;
,,"+    private JComboBox<String> comboCalcType, comboTheme;"
"Calculator.java
","-            btnPoint, btnEqual, btnRoot, btnPower, btnLog,","+            btnPoint, btnEqual, btnRoot, btnPower, btnLog;"
"Calculator.java
","-            btnSwitchThemes, btnSwitchToScientificMode;",+
,,---------------------------------------------------
"Calculator.java
",-    private boolean isToggleColorSelected = false;,
"Calculator.java
",-    private boolean isScientificMode = false;,
"Calculator.java
","-        window.setSize(WINDOW_WIDTH, WINDOW_HEIGHT); // Set the width and the Height of the window","+        window.setSize(WINDOW_WIDTH, WINDOW_HEIGHT);"
"Calculator.java
",-        window.setLocationRelativeTo(null); // Move Window To Center,+        window.setLocationRelativeTo(null); // Move window to center
"Calculator.java
",-,+
"Calculator.java
",-        // Button fonts,"+        comboTheme = initCombo(new String[]{""Simple"", ""Colored""}, 230, 30, ""Theme"", themeSwitchEventConsumer);"
"Calculator.java
","-        Font btnFont = new Font(""Comic Sans MS"", Font.PLAIN, 28);",+
"Calculator.java
","-        Font smallTxtBtnFont = new Font(""Comic Sans MS"", Font.PLAIN, 24);","+        comboCalcType = initCombo(new String[]{""Standard"", ""Scientific""}, 20, 30, ""Calculator type"", calcTypeSwitchEventConsumer);"
"Calculator.java
",-,+
"Calculator.java
",-        btnSwitchThemes = new JButton();,
"Calculator.java
","-        btnSwitchThemes.setBounds(230, 30, 140, 18);",
"Calculator.java
","-        btnSwitchThemes.setText(""Toggle colors"");",
"Calculator.java
",-        btnSwitchThemes.setBackground(Color.GREEN.darker());,
"Calculator.java
",-        btnSwitchThemes.setForeground(Color.WHITE);,
"Calculator.java
",-        btnSwitchThemes.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnSwitchThemes.addActionListener(event -> onSwitchTheme());,
"Calculator.java
",-        window.add(btnSwitchThemes);,
"Calculator.java
",-,
"Calculator.java
",-        btnSwitchToScientificMode = new JButton();,
"Calculator.java
","-        btnSwitchToScientificMode.setBounds(30, 30, 140, 18);",
"Calculator.java
","-        btnSwitchToScientificMode.setText(""Scientific Mode"");",
"Calculator.java
",-        btnSwitchToScientificMode.setBackground(Color.BLUE.darker());,
"Calculator.java
",-        btnSwitchToScientificMode.setForeground(Color.WHITE);,
"Calculator.java
",-        btnSwitchToScientificMode.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnSwitchToScientificMode.addActionListener(event -> onShowScientificMode());,
"Calculator.java
",-        window.add(btnSwitchToScientificMode);,
"Calculator.java
",-,
"Calculator.java
",-        int j = -1;,
"Calculator.java
",-        int k = -1;,
,,---------------------------------------------------
"Calculator.java
","-        btnC = new JButton(""C"");","+        btnC = initBtn(""C"", x[0], y[1], event -> {"
"Calculator.java
","-        btnC.setBounds(x[0], y[1], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnC.setFont(btnFont);,
"Calculator.java
",-        btnC.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnC.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnC);,
"Calculator.java
","-        btnBack = new JButton(""<-"");","+        btnBack = initBtn(""<-"", x[1], y[1], event -> {"
"Calculator.java
","-        btnBack.setBounds(x[1], y[1], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnBack.setFont(btnFont);,
"Calculator.java
",-        btnBack.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnBack.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnBack);,
"Calculator.java
","-        btnMod = new JButton(""%"");","+        btnMod = initBtn(""%"", x[2], y[1], event -> {"
"Calculator.java
","-        btnMod.setBounds(x[2], y[1], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnMod.setFont(btnFont);,
"Calculator.java
",-        btnMod.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnMod.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnMod);,
"Calculator.java
","-        btnDiv = new JButton(""/"");","+        btnDiv = initBtn(""/"", x[3], y[1], event -> {"
"Calculator.java
","-        btnDiv.setBounds(x[3], y[1], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnDiv.setFont(btnFont);,
"Calculator.java
",-        btnDiv.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnDiv.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnDiv);,
"Calculator.java
","-        btn7 = new JButton(""7"");","+        btn7 = initBtn(""7"", x[0], y[2], event -> {"
"Calculator.java
","-        btn7.setBounds(x[0], y[2], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn7.setFont(btnFont);,
"Calculator.java
",-        btn7.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn7.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn7);,
"Calculator.java
","-        btn8 = new JButton(""8"");","+        btn8 = initBtn(""8"", x[1], y[2], event -> {"
"Calculator.java
","-        btn8.setBounds(x[1], y[2], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn8.setFont(btnFont);,
"Calculator.java
",-        btn8.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn8.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn8);,
"Calculator.java
","-        btn9 = new JButton(""9"");","+        btn9 = initBtn(""9"", x[2], y[2], event -> {"
"Calculator.java
","-        btn9.setBounds(x[2], y[2], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn9.setFont(btnFont);,
"Calculator.java
",-        btn9.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn9.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn9);,
"Calculator.java
","-        btnMul = new JButton(""*"");","+        btnMul = initBtn(""*"", x[3], y[2], event -> {"
"Calculator.java
","-        btnMul.setBounds(x[3], y[2], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnMul.setFont(btnFont);,
"Calculator.java
",-        btnMul.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnMul.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnMul);,
"Calculator.java
","-        btn4 = new JButton(""4"");","+        btn4 = initBtn(""4"", x[0], y[3], event -> {"
"Calculator.java
","-        btn4.setBounds(x[0], y[3], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn4.setFont(btnFont);,
"Calculator.java
",-        btn4.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn4.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn4);,
"Calculator.java
","-        btn5 = new JButton(""5"");","+        btn5 = initBtn(""5"", x[1], y[3], event -> {"
"Calculator.java
","-        btn5.setBounds(x[1], y[3], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn5.setFont(btnFont);,
"Calculator.java
",-        btn5.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn5.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn5);,
"Calculator.java
","-        btn6 = new JButton(""6"");","+        btn6 = initBtn(""6"", x[2], y[3], event -> {"
"Calculator.java
","-        btn6.setBounds(x[2], y[3], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn6.setFont(btnFont);,
"Calculator.java
",-        btn6.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn6.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn6);,
"Calculator.java
","-        btnSub = new JButton(""-"");","+        btnSub = initBtn(""-"", x[3], y[3], event -> {"
"Calculator.java
","-        btnSub.setBounds(x[3], y[3], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnSub.setFont(btnFont);,
"Calculator.java
",-        btnSub.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnSub.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnSub);,
"Calculator.java
","-        btn1 = new JButton(""1"");","+        btn1 = initBtn(""1"", x[0], y[4], event -> {"
"Calculator.java
","-        btn1.setBounds(x[0], y[4], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn1.setFont(btnFont);,
"Calculator.java
",-        btn1.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn1.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn1);,
"Calculator.java
","-        btn2 = new JButton(""2"");","+        btn2 = initBtn(""2"", x[1], y[4], event -> {"
"Calculator.java
","-        btn2.setBounds(x[1], y[4], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn2.setFont(btnFont);,
"Calculator.java
",-        btn2.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn2.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn2);,
"Calculator.java
","-        btn3 = new JButton(""3"");","+        btn3 = initBtn(""3"", x[2], y[4], event -> {"
"Calculator.java
","-        btn3.setBounds(x[2], y[4], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn3.setFont(btnFont);,
"Calculator.java
",-        btn3.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn3.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn3);,
"Calculator.java
","-        btnAdd = new JButton(""+"");","+        btnAdd = initBtn(""+"", x[3], y[4], event -> {"
"Calculator.java
","-        btnAdd.setBounds(x[3], y[4], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnAdd.setFont(btnFont);,
"Calculator.java
",-        btnAdd.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnAdd.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnAdd);,
"Calculator.java
","-        btnPoint = new JButton(""."");","+        btnPoint = initBtn(""."", x[0], y[5], event -> {"
"Calculator.java
","-        btnPoint.setBounds(x[0], y[5], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
","-        btnPoint.setFont(new Font(""Comic Sans MS"", Font.BOLD, 32));",
"Calculator.java
",-        btnPoint.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnPoint.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnPoint);,
"Calculator.java
","-        btn0 = new JButton(""0"");","+        btn0 = initBtn(""0"", x[1], y[5], event -> {"
"Calculator.java
","-        btn0.setBounds(x[1], y[5], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btn0.setFont(btnFont);,
"Calculator.java
",-        btn0.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btn0.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btn0);,
"Calculator.java
","-        btnEqual = new JButton(""="");","+        btnEqual = initBtn(""="", x[2], y[5], event -> {"
"Calculator.java
","-        btnEqual.setBounds(x[2], y[5], 2 * BUTTON_WIDTH + 10, BUTTON_HEIGHT);",
"Calculator.java
",-        btnEqual.setFont(btnFont);,
"Calculator.java
",-        btnEqual.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnEqual.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnEqual);,"+        btnEqual.setSize(2 * BUTTON_WIDTH + 10, BUTTON_HEIGHT);"
,,---------------------------------------------------
"Calculator.java
","-        btnRoot = new JButton(""√"");","+        btnRoot = initBtn(""√"", x[4], y[1], event -> {"
"Calculator.java
","-        btnRoot.setBounds(x[4], y[1], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnRoot.setFont(btnFont);,
"Calculator.java
",-        btnRoot.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnRoot.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnRoot);,
"Calculator.java
","-        btnPower = new JButton(""pow"");","+        btnPower = initBtn(""pow"", x[4], y[2], event -> {"
"Calculator.java
","-        btnPower.setBounds(x[4], y[2], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnPower.setFont(smallTxtBtnFont);,
"Calculator.java
",-        btnPower.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnPower.addActionListener(event -> {,
,,---------------------------------------------------
,,"+        btnPower.setFont(new Font(""Comic Sans MS"", Font.PLAIN, 24));"
"Calculator.java
",-        window.add(btnPower);,
"Calculator.java
","-        btnLog = new JButton(""ln"");","+        btnLog = initBtn(""ln"", x[4], y[3], event -> {"
"Calculator.java
","-        btnLog.setBounds(x[4], y[3], BUTTON_WIDTH, BUTTON_HEIGHT);",
"Calculator.java
",-        btnLog.setFont(smallTxtBtnFont);,
"Calculator.java
",-        btnLog.setCursor(new Cursor(Cursor.HAND_CURSOR));,
"Calculator.java
",-        btnLog.addActionListener(event -> {,
,,---------------------------------------------------
"Calculator.java
",-        window.add(btnLog);,
"Calculator.java
",-        window.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE); // If Click into The Red Button => End The Processus,+        window.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE); // Close button clicked? = End The process
