Filename,Buggy/Deleted,Fixed/Added
TypeUtilitiesTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
TypeUtilitiesTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
TypeUtilitiesTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
TypeUtilitiesTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
TypeUtilitiesTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
TypeUtilitiesTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
TypeUtilitiesTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
TypeUtilitiesTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
TypeUtilitiesTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
PrimitiveConverterTests.java,Object wrapperValue = wrapperResult.value();,if (wrapperResult != null ) Object wrapperValue = wrapperResult.value();
PrimitiveConverterTests.java,Object primitiveValue = primitiveResult.value();,if (primitiveResult != null ) Object primitiveValue = primitiveResult.value();
PrimitiveConverterTests.java,Object wrapperValue = wrapperResult.value();,if (wrapperResult != null ) Object wrapperValue = wrapperResult.value();
PrimitiveConverterTests.java,Object primitiveValue = primitiveResult.value();,if (primitiveResult != null ) Object primitiveValue = primitiveResult.value();
PrimitiveConverterTests.java,Object wrapperValue = wrapperResult.value();,if (wrapperResult != null ) Object wrapperValue = wrapperResult.value();
PrimitiveConverterTests.java,Object primitiveValue = primitiveResult.value();,if (primitiveResult != null ) Object primitiveValue = primitiveResult.value();
PrimitiveConverterTests.java,Object wrapperValue = wrapperResult.value();,if (wrapperResult != null ) Object wrapperValue = wrapperResult.value();
PrimitiveConverterTests.java,Object primitiveValue = primitiveResult.value();,if (primitiveResult != null ) Object primitiveValue = primitiveResult.value();
PrimitiveConverterTests.java,Object wrapperValue = wrapperResult.value();,if (wrapperResult != null ) Object wrapperValue = wrapperResult.value();
PrimitiveConverterTests.java,Object primitiveValue = primitiveResult.value();,if (primitiveResult != null ) Object primitiveValue = primitiveResult.value();
PrimitiveConverterTests.java,Object wrapperValue = wrapperResult.value();,if (wrapperResult != null ) Object wrapperValue = wrapperResult.value();
PrimitiveConverterTests.java,Object primitiveValue = primitiveResult.value();,if (primitiveResult != null ) Object primitiveValue = primitiveResult.value();
PrimitiveConverterTests.java,Object wrapperValue = wrapperResult.value();,if (wrapperResult != null ) Object wrapperValue = wrapperResult.value();
PrimitiveConverterTests.java,Object primitiveValue = primitiveResult.value();,if (primitiveResult != null ) Object primitiveValue = primitiveResult.value();
PrimitiveConverterTests.java,Object wrapperValue = wrapperResult.value();,if (wrapperResult != null ) Object wrapperValue = wrapperResult.value();
PrimitiveConverterTests.java,Object primitiveValue = primitiveResult.value();,if (primitiveResult != null ) Object primitiveValue = primitiveResult.value();
RootConverterTests.java,Type targetType = proxyMethod.returnType();,if (proxyMethod != null ) Type targetType = proxyMethod.returnType();
WeakConcurrentHashMapCacheStrategy.java,hashCode = referent.hashCode();,if (referent != null ) hashCode = referent.hashCode();
ConverterProvider.java,T result = converterRef.get();,if (converterRef != null ) T result = converterRef.get();
ConverterProvider.java,result = converterRef.get();,if (converterRef != null ) result = converterRef.get();
ProcessorProvider.java,T result = processorRef.get();,if (processorRef != null ) T result = processorRef.get();
ProcessorProvider.java,result = processorRef.get();,if (processorRef != null ) result = processorRef.get();
ResolverProvider.java,T result = resolverRef.get();,if (resolverRef != null ) T result = resolverRef.get();
ResolverProvider.java,result = resolverRef.get();,if (resolverRef != null ) result = resolverRef.get();
VariableExpanderProvider.java,T result = variableExpanderRef.get();,if (variableExpanderRef != null ) T result = variableExpanderRef.get();
VariableExpanderProvider.java,result = variableExpanderRef.get();,if (variableExpanderRef != null ) result = variableExpanderRef.get();
ArrayConverter.java,convertedArray[i] = converted.value();,if (converted != null ) convertedArray[i] = converted.value();
CachingInvocationHandler.java,Method[] proxyMethods = proxyInterface.getMethods();,if (proxyInterface != null ) Method[] proxyMethods = proxyInterface.getMethods();
ProxyMethodAdapter.java,String value = externalizedProperty.value();,if (externalizedProperty != null ) String value = externalizedProperty.value();
ProxyMethodHandler.java,Optional<String> externalizedPropertyName = proxyMethod.externalizedPropertyName();,if (proxyMethod != null ) Optional<String> externalizedPropertyName = proxyMethod.externalizedPropertyName();
ConverterProviderTests.java,ConverterProvider<DefaultConverter> provider = DefaultConverter.provider();,if (DefaultConverter != null ) ConverterProvider<DefaultConverter> provider = DefaultConverter.provider();
ConverterProviderTests.java,ConverterProvider<DefaultConverter> provider = DefaultConverter.provider();,if (DefaultConverter != null ) ConverterProvider<DefaultConverter> provider = DefaultConverter.provider();
ConverterProviderTests.java,ConverterProvider<DefaultConverter> provider = DefaultConverter.provider();,if (DefaultConverter != null ) ConverterProvider<DefaultConverter> provider = DefaultConverter.provider();
ExternalizedPropertiesTests.java,ExternalizedProperties.Builder builder = ExternalizedProperties.builder();,if (ExternalizedProperties != null ) ExternalizedProperties.Builder builder = ExternalizedProperties.builder();
ExternalizedPropertiesTests.java,Optional<String> prop = proxy.optionalProperty();,if (proxy != null ) Optional<String> prop = proxy.optionalProperty();
ResolverProviderTests.java,ResolverProvider<DefaultResolver> provider = DefaultResolver.provider();,if (DefaultResolver != null ) ResolverProvider<DefaultResolver> provider = DefaultResolver.provider();
ResolverProviderTests.java,ResolverProvider<DefaultResolver> provider = DefaultResolver.provider();,if (DefaultResolver != null ) ResolverProvider<DefaultResolver> provider = DefaultResolver.provider();
ResolverProviderTests.java,ResolverProvider<DefaultResolver> provider = DefaultResolver.provider();,if (DefaultResolver != null ) ResolverProvider<DefaultResolver> provider = DefaultResolver.provider();
ArrayConverterTests.java,ArrayConverter converter = converterToTest(PrimitiveConverter.provider());,if (converterToTest(PrimitiveConverter != null ) ArrayConverter converter = converterToTest(PrimitiveConverter.provider());
ArrayConverterTests.java,ArrayConverter converter = converterToTest(OptionalConverter.provider());,if (converterToTest(OptionalConverter != null ) ArrayConverter converter = converterToTest(OptionalConverter.provider());
ArrayConverterTests.java,ArrayConverter converter = converterToTest(OptionalConverter.provider());,if (converterToTest(OptionalConverter != null ) ArrayConverter converter = converterToTest(OptionalConverter.provider());
ArrayConverterTests.java,ConverterProvider<ArrayConverter> provider = ArrayConverter.provider();,if (ArrayConverter != null ) ConverterProvider<ArrayConverter> provider = ArrayConverter.provider();
DefaultConverterTests.java,ConverterProvider<DefaultConverter> provider = DefaultConverter.provider();,if (DefaultConverter != null ) ConverterProvider<DefaultConverter> provider = DefaultConverter.provider();
OptionalConverterTests.java,OptionalConverter converter = converterToTest(PrimitiveConverter.provider());,if (converterToTest(PrimitiveConverter != null ) OptionalConverter converter = converterToTest(PrimitiveConverter.provider());
OptionalConverterTests.java,OptionalConverter converter = converterToTest(ListConverter.provider());,if (converterToTest(ListConverter != null ) OptionalConverter converter = converterToTest(ListConverter.provider());
OptionalConverterTests.java,OptionalConverter converter = converterToTest(ArrayConverter.provider());,if (converterToTest(ArrayConverter != null ) OptionalConverter converter = converterToTest(ArrayConverter.provider());
OptionalConverterTests.java,ConverterProvider<OptionalConverter> provider = OptionalConverter.provider();,if (OptionalConverter != null ) ConverterProvider<OptionalConverter> provider = OptionalConverter.provider();
SetConverterTests.java,SetConverter converter = converterToTest(PrimitiveConverter.provider());,if (converterToTest(PrimitiveConverter != null ) SetConverter converter = converterToTest(PrimitiveConverter.provider());
InternalExternalizedPropertiesTests.java,ClassLoader classLoader = getClass().getClassLoader();,if (getClass() != null ) ClassLoader classLoader = getClass().getClassLoader();
NoOpConverterTests.java,ConverterProvider<NoOpConverter> provider = NoOpConverter.provider();,if (NoOpConverter != null ) ConverterProvider<NoOpConverter> provider = NoOpConverter.provider();
NoOpConverterTests.java,ConverterProvider<NoOpConverter> provider = NoOpConverter.provider();,if (NoOpConverter != null ) ConverterProvider<NoOpConverter> provider = NoOpConverter.provider();
ProxyMethodAdapterTests.java,Optional<String> propertyName = proxyMethod.externalizedPropertyName();,if (proxyMethod != null ) Optional<String> propertyName = proxyMethod.externalizedPropertyName();
ProxyMethodAdapterTests.java,Annotation[] annotations = proxyMethod.annotations();,if (proxyMethod != null ) Annotation[] annotations = proxyMethod.annotations();
ProxyMethodAdapterTests.java,Annotation[] annotations = proxyMethod.annotations();,if (proxyMethod != null ) Annotation[] annotations = proxyMethod.annotations();
ProxyMethodAdapterTests.java,Type genericReturnType = proxyMethod.returnType();,if (proxyMethod != null ) Type genericReturnType = proxyMethod.returnType();
ProxyMethodAdapterTests.java,Type[] parameterTypes = proxyMethod.parameterTypes();,if (proxyMethod != null ) Type[] parameterTypes = proxyMethod.parameterTypes();
ProxyMethodAdapterTests.java,String methodSignature = proxyMethod.methodSignatureString();,if (proxyMethod != null ) String methodSignature = proxyMethod.methodSignatureString();
ProxyMethodAdapterTests.java,String methodSignature = proxyMethod.methodSignatureString();,if (proxyMethod != null ) String methodSignature = proxyMethod.methodSignatureString();
ProxyMethodAdapterTests.java,String methodSignature = proxyMethod.methodSignatureString();,if (proxyMethod != null ) String methodSignature = proxyMethod.methodSignatureString();
RootResolverTests.java,ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();,if (RootProcessor != null ) ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();
RootResolverTests.java,ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();,if (RootProcessor != null ) ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();
RootResolverTests.java,ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();,if (RootProcessor != null ) ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();
RootResolverTests.java,ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();,if (RootProcessor != null ) ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();
RootResolverTests.java,ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();,if (RootProcessor != null ) ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();
RootResolverTests.java,ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();,if (RootProcessor != null ) ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();
RootResolverTests.java,ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();,if (RootProcessor != null ) ProcessorProvider<RootProcessor> rootProcessorProvider = RootProcessor.provider();
RootResolverTests.java,RootResolver resolver = rootResolver(DefaultResolver.provider());,if (rootResolver(DefaultResolver != null ) RootResolver resolver = rootResolver(DefaultResolver.provider());
CompositeResolverTests.java,List<Resolver> emptyResolvers = Collections.emptyList();,if (Collections != null ) List<Resolver> emptyResolvers = Collections.emptyList();
CompositeResolverTests.java,List<Resolver> emptyResolvers = Collections.emptyList();,if (Collections != null ) List<Resolver> emptyResolvers = Collections.emptyList();
DefaultConverterTests.java,Object optionalValue = optionalResult.value();,if (optionalResult != null ) Object optionalValue = optionalResult.value();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
Asserts.java,K key = keySupplier.get();,if (keySupplier != null ) K key = keySupplier.get();
ConverterProvider.java,T result = memoized.get();,if (memoized != null ) T result = memoized.get();
ConverterProvider.java,result = memoized.get();,if (memoized != null ) result = memoized.get();
ProcessorProvider.java,T result = memoized.get();,if (memoized != null ) T result = memoized.get();
ProcessorProvider.java,result = memoized.get();,if (memoized != null ) result = memoized.get();
ResolverProvider.java,T result = memoized.get();,if (memoized != null ) T result = memoized.get();
ResolverProvider.java,result = memoized.get();,if (memoized != null ) result = memoized.get();
VariableExpanderProvider.java,T result = memoized.get();,if (memoized != null ) T result = memoized.get();
VariableExpanderProvider.java,result = memoized.get();,if (memoized != null ) result = memoized.get();
ExternalizedPropertyResolverResult.java,this.resolvedPropertiesByName = new HashMap<>(resolvedProperties.size());,if (HashMap<>(resolvedProperties != null ) this.resolvedPropertiesByName = new HashMap<>(resolvedProperties.size());
TypeReference.java,Type superClass = getClass().getGenericSuperclass();,if (getClass() != null ) Type superClass = getClass().getGenericSuperclass();
ArrayConversionHandler.java,GenericArrayType genericArrayType = TypeUtilities.asGenericArrayType(context.expectedType());,if (TypeUtilities != null ) GenericArrayType genericArrayType = TypeUtilities.asGenericArrayType(context.expectedType());
ArrayConversionHandler.java,Type genericArrayComponentType = genericArrayType.getGenericComponentType();,if (genericArrayType != null ) Type genericArrayComponentType = genericArrayType.getGenericComponentType();
ArrayConversionHandler.java,Converter converter = context.converter();,if (context != null ) Converter converter = context.converter();
ArrayConversionHandler.java,String propertyValue = context.resolvedProperty().value();,if (context != null ) String propertyValue = context.resolvedProperty().value();
ArrayConversionHandler.java,Type genericExpectedType = context.expectedType();,if (context != null ) Type genericExpectedType = context.expectedType();
CollectionConversionHandler.java,Type[] genericTypeParams = context.expectedTypeGenericTypeParameters();,if (context != null ) Type[] genericTypeParams = context.expectedTypeGenericTypeParameters();
CollectionConversionHandler.java,String propertyValue = context.resolvedProperty().value();,if (context != null ) String propertyValue = context.resolvedProperty().value();
CollectionConversionHandler.java,Converter converter = context.converter();,if (context != null ) Converter converter = context.converter();
CollectionConversionHandler.java,String propertyValue = context.resolvedProperty().value();,if (context != null ) String propertyValue = context.resolvedProperty().value();
OptionalConversionHandler.java,Type[] genericTypeParams = context.expectedTypeGenericTypeParameters();,if (context != null ) Type[] genericTypeParams = context.expectedTypeGenericTypeParameters();
OptionalConversionHandler.java,ResolvedProperty resolvedProperty = context.resolvedProperty();,if (context != null ) ResolvedProperty resolvedProperty = context.resolvedProperty();
OptionalConversionHandler.java,Converter converter = context.converter();,if (context != null ) Converter converter = context.converter();
PrimitiveConversionHandler.java,conversion = getConversionFunction(context.rawExpectedType());,if (getConversionFunction(context != null ) conversion = getConversionFunction(context.rawExpectedType());
ExternalizedPropertyMethod.java,this.returnType = method.getReturnType();,if (method != null ) this.returnType = method.getReturnType();
ExternalizedPropertyMethod.java,this.genericReturnType = method.getGenericReturnType();,if (method != null ) this.genericReturnType = method.getGenericReturnType();
ExternalizedPropertyMethod.java,this.parameterTypes = method.getParameterTypes();,if (method != null ) this.parameterTypes = method.getParameterTypes();
ExternalizedPropertyMethod.java,this.genericParameterTypes = method.getGenericParameterTypes();,if (method != null ) this.genericParameterTypes = method.getGenericParameterTypes();
ExternalizedPropertyMethod.java,this.isDefaultInterfaceMethod = method.isDefault();,if (method != null ) this.isDefaultInterfaceMethod = method.isDefault();
ExternalizedPropertyMethod.java,this.methodSignatureString = method.toGenericString();,if (method != null ) this.methodSignatureString = method.toGenericString();
ExternalizedPropertyMethod.java,Annotation[] declaredAnnotations = method.getDeclaredAnnotations();,if (method != null ) Annotation[] declaredAnnotations = method.getDeclaredAnnotations();
StringUtilities.java,return value == null || value.isEmpty();,if (value != null ) return value == null || value.isEmpty();
CachingPropertyResolver.java,List<String> nonCachedProperties = new ArrayList<>(propertyNames.size());,if (ArrayList<>(propertyNames != null ) List<String> nonCachedProperties = new ArrayList<>(propertyNames.size());
CachingPropertyResolver.java,List<ResolvedProperty> resolvedProperties = new ArrayList<>(propertyNames.size());,if (ArrayList<>(propertyNames != null ) List<ResolvedProperty> resolvedProperties = new ArrayList<>(propertyNames.size());
CompositePropertyResolver.java,List<ResolvedProperty> resolvedProperties = new ArrayList<>(propertyNames.size());,if (ArrayList<>(propertyNames != null ) List<ResolvedProperty> resolvedProperties = new ArrayList<>(propertyNames.size());
MapPropertyResolver.java,List<ResolvedProperty> resolvedProperties = new ArrayList<>(propertyNames.size());,if (ArrayList<>(propertyNames != null ) List<ResolvedProperty> resolvedProperties = new ArrayList<>(propertyNames.size());
TypeUtilities.java,rawType = getRawType(pt.getRawType());,if (getRawType(pt != null ) rawType = getRawType(pt.getRawType());
MethodHandleFactory.java,Lookup privateLookup = getPrivateLookup(method.getDeclaringClass());,if (getPrivateLookup(method != null ) Lookup privateLookup = getPrivateLookup(method.getDeclaringClass());
ExternalizedPropertiesBuilderTests.java,Optional<String> prop = optionalProxy.optionalProperty();,if (optionalProxy != null ) Optional<String> prop = optionalProxy.optionalProperty();
ExternalizedPropertyMethodTests.java,Optional<String> propertyName = externalizedPropertyMethod.propertyName();,if (externalizedPropertyMethod != null ) Optional<String> propertyName = externalizedPropertyMethod.propertyName();
ExternalizedPropertyMethodTests.java,Type genericReturnType = externalizedPropertyMethod.genericReturnType();,if (externalizedPropertyMethod != null ) Type genericReturnType = externalizedPropertyMethod.genericReturnType();
ExternalizedPropertyMethodTests.java,Type[] parameterTypes = externalizedPropertyMethod.genericParameterTypes();,if (externalizedPropertyMethod != null ) Type[] parameterTypes = externalizedPropertyMethod.genericParameterTypes();
ExternalizedPropertyMethodTests.java,String methodSignature = externalizedPropertyMethod.methodSignatureString();,if (externalizedPropertyMethod != null ) String methodSignature = externalizedPropertyMethod.methodSignatureString();
ExternalizedPropertyMethodTests.java,String methodSignature = externalizedPropertyMethod.methodSignatureString();,if (externalizedPropertyMethod != null ) String methodSignature = externalizedPropertyMethod.methodSignatureString();
ExternalizedPropertyMethodTests.java,String methodSignature = externalizedPropertyMethod.methodSignatureString();,if (externalizedPropertyMethod != null ) String methodSignature = externalizedPropertyMethod.methodSignatureString();
ExternalizedPropertyInvocationHandlerTests.java,String property = proxyInterface.property();,if (proxyInterface != null ) String property = proxyInterface.property();
ExternalizedPropertyInvocationHandlerTests.java,String property = proxyInterface.propertyWithDefaultValue();,if (proxyInterface != null ) String property = proxyInterface.propertyWithDefaultValue();
ExternalizedPropertyInvocationHandlerTests.java,String property = proxyInterface.propertyWithDefaultValue();,if (proxyInterface != null ) String property = proxyInterface.propertyWithDefaultValue();
ExternalizedPropertyInvocationHandlerTests.java,String property = proxyInterface.propertyWithNoAnnotationButWithDefaultValue();,if (proxyInterface != null ) String property = proxyInterface.propertyWithNoAnnotationButWithDefaultValue();
ExternalizedPropertyInvocationHandlerTests.java,Integer property = proxyInterface.integerWrapperProperty();,if (proxyInterface != null ) Integer property = proxyInterface.integerWrapperProperty();
ExternalizedPropertyInvocationHandlerTests.java,int intProperty = proxyInterface.intPrimitiveProperty();,if (proxyInterface != null ) int intProperty = proxyInterface.intPrimitiveProperty();
ExternalizedPropertyInvocationHandlerTests.java,String variableProperty = proxyInterface.variableProperty();,if (proxyInterface != null ) String variableProperty = proxyInterface.variableProperty();
ExternalizedPropertyInvocationHandlerTests.java,Optional<String> property = proxyInterface.optionalProperty();,if (proxyInterface != null ) Optional<String> property = proxyInterface.optionalProperty();
ExternalizedPropertyInvocationHandlerTests.java,Optional<String> property = proxyInterface.optionalPropertyWithDefaultValue();,if (proxyInterface != null ) Optional<String> property = proxyInterface.optionalPropertyWithDefaultValue();
ExternalizedPropertyInvocationHandlerTests.java,Optional<String> property = proxyInterface.optionalPropertyWithDefaultValue();,if (proxyInterface != null ) Optional<String> property = proxyInterface.optionalPropertyWithDefaultValue();
ExternalizedPropertyInvocationHandlerTests.java,Optional<String> property = proxyInterface.optionalProperty();,if (proxyInterface != null ) Optional<String> property = proxyInterface.optionalProperty();
ExternalizedPropertyInvocationHandlerTests.java,Optional<String> property = proxyInterface.optionalPropertyWithNoAnnotationAndNoDefaultValue();,if (proxyInterface != null ) Optional<String> property = proxyInterface.optionalPropertyWithNoAnnotationAndNoDefaultValue();
ExternalizedPropertyInvocationHandlerTests.java,Optional<Integer> property = proxyInterface.nonStringOptionalProperty();,if (proxyInterface != null ) Optional<Integer> property = proxyInterface.nonStringOptionalProperty();
MapPropertyResolverTests.java,MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());,if (resolverToTest(Collections != null ) MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());
MapPropertyResolverTests.java,MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());,if (resolverToTest(Collections != null ) MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());
MapPropertyResolverTests.java,MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());,if (resolverToTest(Collections != null ) MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());
MapPropertyResolverTests.java,MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());,if (resolverToTest(Collections != null ) MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());
MapPropertyResolverTests.java,MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());,if (resolverToTest(Collections != null ) MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());
MapPropertyResolverTests.java,MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());,if (resolverToTest(Collections != null ) MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());
MapPropertyResolverTests.java,MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());,if (resolverToTest(Collections != null ) MapPropertyResolver resolver = resolverToTest(Collections.emptyMap());
StubExternalizedPropertyMethodInfo.java,Type returnType = method.getGenericReturnType();,if (method != null ) Type returnType = method.getGenericReturnType();
TypeUtilitiesTests.java,Type genericReturnType = propertyMethod.genericReturnType();,if (propertyMethod != null ) Type genericReturnType = propertyMethod.genericReturnType();
TypeUtilitiesTests.java,Type genericReturnType = propertyMethod.genericReturnType();,if (propertyMethod != null ) Type genericReturnType = propertyMethod.genericReturnType();
TypeUtilitiesTests.java,Type genericReturnType = propertyMethod.genericReturnType();,if (propertyMethod != null ) Type genericReturnType = propertyMethod.genericReturnType();
TypeUtilitiesTests.java,Type genericReturnType = propertyMethod.genericReturnType();,if (propertyMethod != null ) Type genericReturnType = propertyMethod.genericReturnType();
TypeUtilitiesTests.java,Type genericReturnType = propertyMethod.genericReturnType();,if (propertyMethod != null ) Type genericReturnType = propertyMethod.genericReturnType();
TypeUtilitiesTests.java,Type genericReturnType = propertyMethod.genericReturnType();,if (propertyMethod != null ) Type genericReturnType = propertyMethod.genericReturnType();
