Filename,Buggy/Deleted,Fixed/Added
AsciiTableRenderer.java,rt = this.theme.getMidStrong();,if (this != null ) rt = this.theme.getMidStrong();
AsciiTableRenderer.java,rt = this.theme.getTop();,if (this != null ) rt = this.theme.getTop();
AsciiTableRenderer.java,rt = this.theme.getTopStrong();,if (this != null ) rt = this.theme.getTopStrong();
AsciiTableRenderer.java,rt = this.theme.getContent();,if (this != null ) rt = this.theme.getContent();
AsciiTableRenderer.java,rt = this.theme.getBottom();,if (this != null ) rt = this.theme.getBottom();
AsciiTableRenderer.java,rt = this.theme.getBottomStrong();,if (this != null ) rt = this.theme.getBottomStrong();
AsciiTableRenderer.java,rt = this.theme.getMid();,if (this != null ) rt = this.theme.getMid();
AsciiTableRenderer.java,rt = this.theme.getMidStrong();,if (this != null ) rt = this.theme.getMidStrong();
AsciiTableRenderer.java,rt = this.theme.getTop();,if (this != null ) rt = this.theme.getTop();
AsciiTableRenderer.java,rt = this.theme.getTopStrong();,if (this != null ) rt = this.theme.getTopStrong();
WidthByAbsolute.java,int count = table.getColumnCount();,if (table != null ) int count = table.getColumnCount();
WidthByColumns.java,int count = table.getColumnCount();,if (table != null ) int count = table.getColumnCount();
TableRowRenderer.java,AdjustedBorderType[] borders = row.getAdjustedBorders();,if (row != null ) AdjustedBorderType[] borders = row.getAdjustedBorders();
TableRowRenderer.java,ThemeRow tr = this.ts.getContent();,if (this != null ) ThemeRow tr = this.ts.getContent();
TableRowRenderer.java,tr=this.ts.getTop();,if (tr=this != null ) tr=this.ts.getTop();
TableRowRenderer.java,tr=this.ts.getBottom();,if (tr=this != null ) tr=this.ts.getBottom();
TableRowRenderer.java,tr=this.ts.getMid();,if (tr=this != null ) tr=this.ts.getMid();
