Filename,Buggy/Deleted,Fixed/Added
Benchmark.java,imBsi = mBsi.toImmutableBitSliceIndex();,if (mBsi != null ) imBsi = mBsi.toImmutableBitSliceIndex();
TestRoaringBitmap.java,int howmuch = rr.serializedSizeInBytes();,if (rr != null ) int howmuch = rr.serializedSizeInBytes();
TestRoaringBitmap.java,int howmuch = rr.serializedSizeInBytes();,if (rr != null ) int howmuch = rr.serializedSizeInBytes();
TestRoaringBitmap.java,int howmuch = rr.serializedSizeInBytes();,if (rr != null ) int howmuch = rr.serializedSizeInBytes();
TestRoaringBitmap.java,final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());,if (ByteBuffer != null ) final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());
TestRoaringBitmap.java,int howmuch = rr.serializedSizeInBytes();,if (rr != null ) int howmuch = rr.serializedSizeInBytes();
TestRoaringBitmap.java,final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());,if (ByteBuffer != null ) final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());
TestRoaringBitmap.java,int howmuch = rr.serializedSizeInBytes();,if (rr != null ) int howmuch = rr.serializedSizeInBytes();
TestRoaringBitmap.java,final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());,if (ByteBuffer != null ) final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());
TestRoaringBitmap.java,int howmuch = rr.serializedSizeInBytes();,if (rr != null ) int howmuch = rr.serializedSizeInBytes();
TestRoaringBitmap.java,final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());,if (ByteBuffer != null ) final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());
TestRoaringBitmap.java,int howmuch = rr.serializedSizeInBytes();,if (rr != null ) int howmuch = rr.serializedSizeInBytes();
TestRoaringBitmap.java,final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());,if (ByteBuffer != null ) final ByteBuffer buf = ByteBuffer.wrap(bos.toByteArray());
TestRoaringBitmap.java,return counter == bc.getCardinality();,if (bc != null ) return counter == bc.getCardinality();
TestRoaringBitmap.java,ContainerPointer cp = ra.getContainerPointer();,if (ra != null ) ContainerPointer cp = ra.getContainerPointer();
TestRoaringBitmap.java,ArrayContainer ac = (ArrayContainer) cp.getContainer();,if (cp != null ) ArrayContainer ac = (ArrayContainer) cp.getContainer();
TestRoaringBitmap.java,Object[] correct = hs.toArray();,if (hs != null ) Object[] correct = hs.toArray();
TestRoaringBitmap.java,Integer[] resxor = ArrayUtils.toObject(rbxor.toArray());,if (ArrayUtils != null ) Integer[] resxor = ArrayUtils.toObject(rbxor.toArray());
TestRoaringBitmap.java,IntIterator intIterator = result.getIntIterator();,if (result != null ) IntIterator intIterator = result.getIntIterator();
TestRoaringBitmap.java,IntIterator intIterator = result.getIntIterator();,if (result != null ) IntIterator intIterator = result.getIntIterator();
TestRoaringBitmap.java,IntIterator intIterator = result.getIntIterator();,if (result != null ) IntIterator intIterator = result.getIntIterator();
TestRoaringBitmap.java,IntIterator intIterator = result.getIntIterator();,if (result != null ) IntIterator intIterator = result.getIntIterator();
TestRoaringBitmap.java,IntIterator intIterator = result.getIntIterator();,if (result != null ) IntIterator intIterator = result.getIntIterator();
TestRoaringBitmap.java,IntIterator intIterator = result.getIntIterator();,if (result != null ) IntIterator intIterator = result.getIntIterator();
TestRoaringBitmap.java,IntIterator intIterator = result.getIntIterator();,if (result != null ) IntIterator intIterator = result.getIntIterator();
TestRoaringBitmap.java,IntIterator intIterator = result.getIntIterator();,if (result != null ) IntIterator intIterator = result.getIntIterator();
TestRoaringBitmap.java,RoaringBitmap other = baseline.clone();,if (baseline != null ) RoaringBitmap other = baseline.clone();
TestRoaringBitmap.java,RoaringBitmap other = baseline.clone();,if (baseline != null ) RoaringBitmap other = baseline.clone();
TestRoaringBitmap.java,RoaringBitmap bitmap = writer.getUnderlying();,if (writer != null ) RoaringBitmap bitmap = writer.getUnderlying();
TestRoaringBitmap.java,IntIterator i = rb.getIntIterator();,if (rb != null ) IntIterator i = rb.getIntIterator();
TestRoaringBitmap.java,IntIterator j = rboff.getIntIterator();,if (rboff != null ) IntIterator j = rboff.getIntIterator();
TestRoaringBitmap.java,IntIterator i = rb.getIntIterator();,if (rb != null ) IntIterator i = rb.getIntIterator();
TestRoaringBitmap.java,IntIterator j = rboff.getIntIterator();,if (rboff != null ) IntIterator j = rboff.getIntIterator();
TestRoaringBitmap.java,int i = bitmap.getCardinality();,if (bitmap != null ) int i = bitmap.getCardinality();
TestSerializationViaByteBuffer.java,dir = tf.newFolder().toPath();,if (tf != null ) dir = tf.newFolder().toPath();
TestSerializationViaByteBuffer.java,this.serialised = bos.toByteArray();,if (bos != null ) this.serialised = bos.toByteArray();
RoaringBitmapIntervalIntersectionTest.java,this.bitmap = bitmap.toMutableRoaringBitmap();,if (bitmap != null ) this.bitmap = bitmap.toMutableRoaringBitmap();
TestSerializationViaByteBuffer.java,dir = tf.newFolder().toPath();,if (tf != null ) dir = tf.newFolder().toPath();
TestSerializationViaByteBuffer.java,MutableRoaringBitmap input = SeededTestData.randomBitmap(keys).toMutableRoaringBitmap();,if (SeededTestData != null ) MutableRoaringBitmap input = SeededTestData.randomBitmap(keys).toMutableRoaringBitmap();
TestSerializationViaByteBuffer.java,this.serialised = bos.toByteArray();,if (bos != null ) this.serialised = bos.toByteArray();
TestRoaring64NavigableMap.java,Iterator<Long> it = map.iterator();,if (map != null ) Iterator<Long> it = map.iterator();
Fuzzer.java,long next = toUnsignedLong(it.next());,if (toUnsignedLong(it != null ) long next = toUnsignedLong(it.next());
Fuzzer.java,ThreadLocalRandom random = ThreadLocalRandom.current();,if (ThreadLocalRandom != null ) ThreadLocalRandom random = ThreadLocalRandom.current();
RandomData.java,double choice = ThreadLocalRandom.current().nextDouble();,if (ThreadLocalRandom != null ) double choice = ThreadLocalRandom.current().nextDouble();
ArrayContainer.java,ShortBuffer buf = buffer.asShortBuffer();,if (buffer != null ) ShortBuffer buf = buffer.asShortBuffer();
BitmapContainer.java,final ShortIterator si = BitmapContainer.this.getShortIterator();,if (BitmapContainer != null ) final ShortIterator si = BitmapContainer.this.getShortIterator();
BitmapContainer.java,final ShortIterator i = this.getShortIterator();,if (this != null ) final ShortIterator i = this.getShortIterator();
RoaringArray.java,keys[k] = Short.reverseBytes(in.readShort());,if (Short != null ) keys[k] = Short.reverseBytes(in.readShort());
RoaringArray.java,lengthsAndValues[j] = Short.reverseBytes(in.readShort());,if (Short != null ) lengthsAndValues[j] = Short.reverseBytes(in.readShort());
RoaringArray.java,shortArray[l] = Short.reverseBytes(in.readShort());,if (Short != null ) shortArray[l] = Short.reverseBytes(in.readShort());
RoaringArray.java,keys[k] = Short.reverseBytes(in.readShort());,if (Short != null ) keys[k] = Short.reverseBytes(in.readShort());
RoaringArray.java,lengthsAndValues[j] = Short.reverseBytes(in.readShort());,if (Short != null ) lengthsAndValues[j] = Short.reverseBytes(in.readShort());
RoaringArray.java,ShortBuffer asShortBuffer = asByteBuffer.asShortBuffer();,if (asByteBuffer != null ) ShortBuffer asShortBuffer = asByteBuffer.asShortBuffer();
RoaringArray.java,shortArray[j] = Short.reverseBytes(in.readShort());,if (Short != null ) shortArray[j] = Short.reverseBytes(in.readShort());
RoaringArray.java,ShortBuffer asShortBuffer = asByteBuffer.asShortBuffer();,if (asByteBuffer != null ) ShortBuffer asShortBuffer = asByteBuffer.asShortBuffer();
RoaringArray.java,keys[k] = buffer.getShort();,if (buffer != null ) keys[k] = buffer.getShort();
RoaringArray.java,int nbrruns = Util.toIntUnsigned(buffer.getShort());,if (Util != null ) int nbrruns = Util.toIntUnsigned(buffer.getShort());
RunContainer.java,this.valueslength = bc.toShortArray();,if (bc != null ) this.valueslength = bc.toShortArray();
RunContainer.java,nbrruns = Short.reverseBytes(in.readShort());,if (Short != null ) nbrruns = Short.reverseBytes(in.readShort());
RunContainer.java,ShortIterator me = this.getShortIterator();,if (this != null ) ShortIterator me = this.getShortIterator();
RunContainer.java,ShortBuffer buf = buffer.asShortBuffer();,if (buffer != null ) ShortBuffer buf = buffer.asShortBuffer();
BufferParallelAggregation.java,Short key = it.key();,if (it != null ) Short key = it.key();
ImmutableRoaringArray.java,int nbrruns = BufferUtil.toIntUnsigned(tmp.getShort());,if (BufferUtil != null ) int nbrruns = BufferUtil.toIntUnsigned(tmp.getShort());
ImmutableRoaringArray.java,final ShortBuffer shortArray = tmp.asShortBuffer();,if (tmp != null ) final ShortBuffer shortArray = tmp.asShortBuffer();
ImmutableRoaringArray.java,final ShortBuffer shortArray = tmp.asShortBuffer();,if (tmp != null ) final ShortBuffer shortArray = tmp.asShortBuffer();
ImmutableRoaringBitmap.java,iter = cp.getContainer().getShortIterator();,if (cp != null ) iter = cp.getContainer().getShortIterator();
ImmutableRoaringBitmap.java,iter = cp.getContainer().getReverseShortIterator();,if (cp != null ) iter = cp.getContainer().getReverseShortIterator();
ImmutableRoaringBitmap.java,final int max = BufferUtil.toIntUnsigned(BufferUtil.maxLowBit());,if (BufferUtil != null ) final int max = BufferUtil.toIntUnsigned(BufferUtil.maxLowBit());
MappeableArrayContainer.java,this.content = bc.toShortBuffer();,if (bc != null ) this.content = bc.toShortBuffer();
MappeableArrayContainer.java,short[] sarray = content.array();,if (content != null ) short[] sarray = content.array();
MappeableArrayContainer.java,ShortBuffer tmp = newContent.duplicate();// for thread-safety,if (thread-safety != null ) ShortBuffer tmp = newContent.duplicate();// for thread-safety
MappeableArrayContainer.java,short[] answerarray = answer.content.array();,if (answer != null ) short[] answerarray = answer.content.array();
MappeableArrayContainer.java,short[] sarray = content.array();,if (content != null ) short[] sarray = content.array();
MappeableArrayContainer.java,short[] sarray = answer.content.array();,if (answer != null ) short[] sarray = answer.content.array();
MappeableArrayContainer.java,short[] c = content.array();,if (content != null ) short[] c = content.array();
MappeableArrayContainer.java,short[] t = this.content.array();,if (this != null ) short[] t = this.content.array();
MappeableArrayContainer.java,short[] sr = srb.content.array();,if (srb != null ) short[] sr = srb.content.array();
MappeableArrayContainer.java,short[] c = this.content.array();,if (this != null ) short[] c = this.content.array();
MappeableArrayContainer.java,short[] sarray = content.array();,if (content != null ) short[] sarray = content.array();
MappeableArrayContainer.java,short[] destinationarray = destination.array();,if (destination != null ) short[] destinationarray = destination.array();
MappeableArrayContainer.java,short[] contentarray = content.array();,if (content != null ) short[] contentarray = content.array();
MappeableArrayContainer.java,short[] c = this.content.array();,if (this != null ) short[] c = this.content.array();
MappeableArrayContainer.java,short[] sarray = content.array();,if (content != null ) short[] sarray = content.array();
MappeableArrayContainer.java,assert outPos == buffer.limit();,if (buffer != null ) assert outPos == buffer.limit();
MappeableArrayContainer.java,short[] sarray = answer.content.array();,if (answer != null ) short[] sarray = answer.content.array();
MappeableArrayContainer.java,short[] c = content.array();,if (content != null ) short[] c = content.array();
MappeableArrayContainer.java,short[] sarray = this.content.array();,if (this != null ) short[] sarray = this.content.array();
MappeableArrayContainer.java,short[] sarray = this.content.array();,if (this != null ) short[] sarray = this.content.array();
MappeableArrayContainer.java,short[] x = co.array();,if (co != null ) short[] x = co.array();
MappeableArrayContainer.java,short[] a = content.array();,if (content != null ) short[] a = content.array();
MappeableArrayContainer.java,ShortBuffer target = buffer.asShortBuffer();,if (buffer != null ) ShortBuffer target = buffer.asShortBuffer();
MappeableArrayContainer.java,ShortBuffer source = content.duplicate();,if (content != null ) ShortBuffer source = content.duplicate();
MappeableArrayContainer.java,short[] a = content.array();,if (content != null ) short[] a = content.array();
MappeableArrayContainer.java,short[] sarray = this.content.array();,if (this != null ) short[] sarray = this.content.array();
MappeableArrayContainer.java,short[] c = content.array();,if (content != null ) short[] c = content.array();
MappeableBitmapContainer.java,short[] sarray = answer.content.array();,if (answer != null ) short[] sarray = answer.content.array();
MappeableBitmapContainer.java,final ShortIterator si = MappeableBitmapContainer.this.getShortIterator();,if (MappeableBitmapContainer != null ) final ShortIterator si = MappeableBitmapContainer.this.getShortIterator();
MappeableBitmapContainer.java,short[] cont = ac.content.array();,if (ac != null ) short[] cont = ac.content.array();
MappeableBitmapContainer.java,short[] ac = arrayContainer.content.array();,if (arrayContainer != null ) short[] ac = arrayContainer.content.array();
MappeableBitmapContainer.java,final ShortIterator i = this.getShortIterator();,if (this != null ) final ShortIterator i = this.getShortIterator();
MappeableRunContainer.java,ShortBuffer tmp = valueslength.duplicate();// for thread safety,if (safety != null ) ShortBuffer tmp = valueslength.duplicate();// for thread safety
MappeableRunContainer.java,short[] vl = valueslength.array();,if (valueslength != null ) short[] vl = valueslength.array();
MappeableRunContainer.java,short[] a = arr.content.array();,if (arr != null ) short[] a = arr.content.array();
MappeableRunContainer.java,short[] vl = valueslength.array();,if (valueslength != null ) short[] vl = valueslength.array();
MappeableRunContainer.java,this.valueslength = bc.toShortBuffer();,if (bc != null ) this.valueslength = bc.toShortBuffer();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,ShortIterator me = this.getShortIterator();,if (this != null ) ShortIterator me = this.getShortIterator();
MappeableRunContainer.java,short[] vl = valueslength.array();,if (valueslength != null ) short[] vl = valueslength.array();
MappeableRunContainer.java,short[] vl = valueslength.array();,if (valueslength != null ) short[] vl = valueslength.array();
MappeableRunContainer.java,short[] vl = this.valueslength.array();,if (this != null ) short[] vl = this.valueslength.array();
MappeableRunContainer.java,short[] vl = this.valueslength.array();,if (this != null ) short[] vl = this.valueslength.array();
MappeableRunContainer.java,short[] vl = this.valueslength.array();,if (this != null ) short[] vl = this.valueslength.array();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,short[] vl = ans.valueslength.array();,if (ans != null ) short[] vl = ans.valueslength.array();
MappeableRunContainer.java,short[] myVl = valueslength.array();,if (valueslength != null ) short[] myVl = valueslength.array();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MappeableRunContainer.java,short[] ba = answer.content.array();,if (answer != null ) short[] ba = answer.content.array();
MappeableRunContainer.java,short[] a = co.array();,if (co != null ) short[] a = co.array();
MappeableRunContainer.java,ShortBuffer source = valueslength.duplicate();,if (valueslength != null ) ShortBuffer source = valueslength.duplicate();
MappeableRunContainer.java,ShortBuffer target = buffer.asShortBuffer();,if (buffer != null ) ShortBuffer target = buffer.asShortBuffer();
MappeableRunContainer.java,short[] vl = answer.valueslength.array();,if (answer != null ) short[] vl = answer.valueslength.array();
MutableRoaringArray.java,keys[k] = Short.reverseBytes(in.readShort());,if (Short != null ) keys[k] = Short.reverseBytes(in.readShort());
MutableRoaringArray.java,keys[k] = buffer.getShort();,if (buffer != null ) keys[k] = buffer.getShort();
MutableRoaringArray.java,int nbrruns = toIntUnsigned(buffer.getShort());,if (toIntUnsigned(buffer != null ) int nbrruns = toIntUnsigned(buffer.getShort());
TestArrayContainer.java,PeekableShortIterator iterator = res.getShortIterator();,if (res != null ) PeekableShortIterator iterator = res.getShortIterator();
TestArrayContainer.java,PeekableShortIterator iterator = res.getShortIterator();,if (res != null ) PeekableShortIterator iterator = res.getShortIterator();
TestArrayContainer.java,PeekableShortIterator iterator = res.getShortIterator();,if (res != null ) PeekableShortIterator iterator = res.getShortIterator();
TestBitmapContainer.java,PeekableShortIterator iterator = res.getShortIterator();,if (res != null ) PeekableShortIterator iterator = res.getShortIterator();
TestBitmapContainer.java,PeekableShortIterator iterator = res.getShortIterator();,if (res != null ) PeekableShortIterator iterator = res.getShortIterator();
TestBitmapContainer.java,PeekableShortIterator iterator = res.getShortIterator();,if (res != null ) PeekableShortIterator iterator = res.getShortIterator();
TestRankIteratorsOfContainers.java,short bit = iterator.peekNext();,if (iterator != null ) short bit = iterator.peekNext();
TestRankIteratorsOfContainers.java,short bit = iterator.peekNext();,if (iterator != null ) short bit = iterator.peekNext();
TestRankIteratorsOfContainers.java,PeekableShortRankIterator iterator = container.getShortRankIterator();,if (container != null ) PeekableShortRankIterator iterator = container.getShortRankIterator();
TestRunContainer.java,PeekableShortIterator iterator = res.getShortIterator();,if (res != null ) PeekableShortIterator iterator = res.getShortIterator();
TestRunContainer.java,PeekableShortIterator iterator = res.getShortIterator();,if (res != null ) PeekableShortIterator iterator = res.getShortIterator();
TestRunContainer.java,PeekableShortIterator iterator = res.getShortIterator();,if (res != null ) PeekableShortIterator iterator = res.getShortIterator();
TestMappeableBitmapContainerCharIterator.java,PeekableShortIterator tmbcClone = tmbc.clone();,if (tmbc != null ) PeekableShortIterator tmbcClone = tmbc.clone();
TestReverseMappeableRunContainer.java,ShortIterator rmrClone = rmr.clone();,if (rmr != null ) ShortIterator rmrClone = rmr.clone();
