Filename,Buggy/Deleted,Fixed/Added
JMXMBeanTest.java,MBeanServer mbs = ManagementFactory.getPlatformMBeanServer();,if (ManagementFactory != null ) MBeanServer mbs = ManagementFactory.getPlatformMBeanServer();
ZookeeperConnection.java,"path = ZKPaths.makePath(rootNode, url.getPath());","if (url != null ) path = ZKPaths.makePath(rootNode, url.getPath());"
ZookeeperConnection.java,host = url.getHost();,if (url != null ) host = url.getHost();
ZookeeperConnection.java,port = url.getPort();,if (url != null ) port = url.getPort();
ZookeeperConnection.java,path = url.getPath();,if (url != null ) path = url.getPath();
LoadersManager.java,List<String> defaultSpecs = new ArrayList<String>(loaders.size());,if (ArrayList<String>(loaders != null ) List<String> defaultSpecs = new ArrayList<String>(loaders.size());
UtilTest.java,File parent = target.getParentFile();,if (target != null ) File parent = target.getParentFile();
UtilTest.java,File parent = target.getParentFile();,if (target != null ) File parent = target.getParentFile();
UtilTest.java,File parent = target.getParentFile();,if (target != null ) File parent = target.getParentFile();
UtilTest.java,InputStream input = new ByteArrayInputStream(out.toByteArray());,if (ByteArrayInputStream(out != null ) InputStream input = new ByteArrayInputStream(out.toByteArray());
PropertiesManager.java,Iterator<PropertyChangeListener> iterator = propertyChangeListeners.iterator();,if (propertyChangeListeners != null ) Iterator<PropertyChangeListener> iterator = propertyChangeListeners.iterator();
PropertiesManager.java,PropertyChangeListener item = iterator.next();,if (iterator != null ) PropertyChangeListener item = iterator.next();
PropertiesManager.java,Set<Object> keys = new HashSet<Object>(loaded.keySet());,if (HashSet<Object>(loaded != null ) Set<Object> keys = new HashSet<Object>(loaded.keySet());
PropertiesManager.java,Set<Object> keys = properties.keySet();,if (properties != null ) Set<Object> keys = properties.keySet();
PropertiesManager.java,Set<Object> keys = props.keySet();,if (props != null ) Set<Object> keys = props.keySet();
PropertiesManager.java,Set<Object> keys = loaded.keySet();,if (loaded != null ) Set<Object> keys = loaded.keySet();
PropertiesManager.java,Set<Object> keys = source.keySet();,if (source != null ) Set<Object> keys = source.keySet();
PropertiesManager.java,Set<Object> keys = properties.keySet();,if (properties != null ) Set<Object> keys = properties.keySet();
XmlSpike.java,String key = paths.peek();,if (paths != null ) String key = paths.peek();
XmlSpike.java,SAXParserFactory factory = SAXParserFactory.newInstance();,if (SAXParserFactory != null ) SAXParserFactory factory = SAXParserFactory.newInstance();
XmlSpike.java,SAXParser parser = factory.newSAXParser();,if (factory != null ) SAXParser parser = factory.newSAXParser();
LoadersManager.java,URLConnection conn = url.openConnection();,if (url != null ) URLConnection conn = url.openConnection();
HotReloadLogic.java,String[] values = sources.value();,if (sources != null ) String[] values = sources.value();
PropertiesManager.java,String prefix = urlFactory.toClasspathURLSpec(clazz.getName());,if (urlFactory != null ) String prefix = urlFactory.toClasspathURLSpec(clazz.getName());
ConfigURLStreamHandler.java,String protocol = url.getProtocol();,if (url != null ) String protocol = url.getProtocol();
ConfigURLStreamHandler.java,String path = url.getPath();,if (url != null ) String path = url.getPath();
Config.java,String[] values = sources.value();,if (sources != null ) String[] values = sources.value();
Config.java,String[] values = reverse(sources.value());,if (reverse(sources != null ) String[] values = reverse(sources.value());
Loader.java,URLConnection conn = url.openConnection();,if (url != null ) URLConnection conn = url.openConnection();
PropertiesManager.java,URLConnection conn = url.openConnection();,if (url != null ) URLConnection conn = url.openConnection();
XmlSpike.java,String propsXmlString = propertiesxmlformat.toString();,if (propertiesxmlformat != null ) String propsXmlString = propertiesxmlformat.toString();
XmlSpike.java,SAXParserFactory factory = SAXParserFactory.newInstance();,if (SAXParserFactory != null ) SAXParserFactory factory = SAXParserFactory.newInstance();
XmlSpike.java,SAXParser parser = factory.newSAXParser();,if (factory != null ) SAXParser parser = factory.newSAXParser();
ConfigTest.java,Properties props = manager.load();,if (manager != null ) Properties props = manager.load();
SpecialTypesTest.java,Class driver = config.jdbcDriver();,if (config != null ) Class driver = config.jdbcDriver();
SpecialTypesTest.java,Class nonExistent = config.nonExistentClass();,if (config != null ) Class nonExistent = config.nonExistentClass();
MultiThreadTestBase.java,int errorCount = thread.errors.size();,if (thread != null ) int errorCount = thread.errors.size();
Config.java,String[] values = sources.value();,if (sources != null ) String[] values = sources.value();
AutoReloadTest.java,InputStream input = new ByteArrayInputStream(out.toByteArray());,if (ByteArrayInputStream(out != null ) InputStream input = new ByteArrayInputStream(out.toByteArray());
MultiThreadReloadTest.java,int errorCount = thread.errors.size();,if (thread != null ) int errorCount = thread.errors.size();
PropertiesInvocationHandler.java,this.properties = loader.load();,if (loader != null ) this.properties = loader.load();
ConfigTest.java,Properties props = loader.load();,if (loader != null ) Properties props = loader.load();
Converters.java,Tokenizer classLevelTokenizer = resolveTokenizerOnClassLevel(targetMethod.getDeclaringClass());,if (resolveTokenizerOnClassLevel(targetMethod != null ) Tokenizer classLevelTokenizer = resolveTokenizerOnClassLevel(targetMethod.getDeclaringClass());
Converters.java,ParameterizedType parameterizedType = (ParameterizedType) targetMethod.getGenericReturnType();,if (targetMethod != null ) ParameterizedType parameterizedType = (ParameterizedType) targetMethod.getGenericReturnType();
Converters.java,String chunk = chunks[i].trim();,if (chunks[i] != null ) String chunk = chunks[i].trim();
Converters.java,final String chunk = chunks[i].trim();,if (chunks[i] != null ) final String chunk = chunks[i].trim();
Converters.java,final String chunk = chunks[i].trim();,if (chunks[i] != null ) final String chunk = chunks[i].trim();
LoadType.java,String[] values = sources.value();,if (sources != null ) String[] values = sources.value();
LoadType.java,String[] values = reverse(sources.value());,if (reverse(sources != null ) String[] values = reverse(sources.value());
LoadType.java,String[] values = sources.value();,if (sources != null ) String[] values = sources.value();
ConfigFactory.java,String[] values = sources.value();,if (sources != null ) String[] values = sources.value();
ConfigFactory.java,URLConnection conn = url.openConnection();,if (url != null ) URLConnection conn = url.openConnection();
ConfigTest.java,File f = config.sampleFile();,if (config != null ) File f = config.sampleFile();
ConfigTest.java,URL u = config.sampleURL();,if (config != null ) URL u = config.sampleURL();
ConfigTest.java,CustomType custom = config.customType();,if (config != null ) CustomType custom = config.customType();
