Filename,Buggy/Deleted,Fixed/Added
TransformerChain.java,TransformerChain t = (TransformerChain)super.clone();,if ((TransformerChain)super != null ) TransformerChain t = (TransformerChain)super.clone();
MethodProxy.java,List params = Arrays.asList(method.getParameterTypes());,if (Arrays != null ) List params = Arrays.asList(method.getParameterTypes());
MethodProxy.java,Method[] methods = type.getDeclaredMethods();,if (type != null ) Method[] methods = type.getDeclaredMethods();
MethodProxy.java,String name = methods[i].getName();,if (methods[i] != null ) String name = methods[i].getName();
MethodProxy.java,FastClass.Generator g = new FastClass.Generator();,if (FastClass != null ) FastClass.Generator g = new FastClass.Generator();
AbstractClassGenerator.java,final String keyFieldValue = key.toString();,if (key != null ) final String keyFieldValue = key.toString();
EnhancerEmitter.java,group[ctype] = new ArrayList(methods.size());,if (ArrayList(methods != null ) group[ctype] = new ArrayList(methods.size());
TestBeanMap.java,BeanMap.Generator gen = new BeanMap.Generator();,if (BeanMap != null ) BeanMap.Generator gen = new BeanMap.Generator();
ComplexOps.java,String string = (String)it.next();,if ((String)it != null ) String string = (String)it.next();
CodeEmitter.java,argumentTypes = sig.getArgumentTypes();,if (sig != null ) argumentTypes = sig.getArgumentTypes();
AbstractTransformTask.java,ClassTransformer t = (ClassTransformer)transformer.clone();,if ((ClassTransformer)transformer != null ) ClassTransformer t = (ClassTransformer)transformer.clone();
CodeEmitter.java,state.curBlock = state.curBlock.getParent();,if (state != null ) state.curBlock = state.curBlock.getParent();
MethodDelegate.java,"method = targetClass.getMethod(methodName, proxy.getParameterTypes());","if (proxy != null ) method = targetClass.getMethod(methodName, proxy.getParameterTypes());"
EnhancerEmitter.java,Constructor constructor = (Constructor)i.next();,if ((Constructor)i != null ) Constructor constructor = (Constructor)i.next();
ReflectOps.java,Type owner = Type.getType(method.getDeclaringClass());,if (Type != null ) Type owner = Type.getType(method.getDeclaringClass());
KeyFactoryEmitter.java,parameterTypes = TypeUtils.getTypes(newInstance.getParameterTypes());,if (TypeUtils != null ) parameterTypes = TypeUtils.getTypes(newInstance.getParameterTypes());
KeyFactoryEmitter.java,seed += parameterTypes[i].hashCode();,if (parameterTypes[i] != null ) seed += parameterTypes[i].hashCode();
InvocationHandlerGenerator.java,Method method = (Method)it.next();,if ((Method)it != null ) Method method = (Method)it.next();
CodeEmitter.java,codev = curMethod.getRaw();,if (curMethod != null ) codev = curMethod.getRaw();
CodeEmitter.java,curBlock = curBlock.getParent();,if (curBlock != null ) curBlock = curBlock.getParent();
CodeEmitter.java,Type[] args = curMethod.getArgumentTypes();,if (curMethod != null ) Type[] args = curMethod.getArgumentTypes();
CodeEmitter.java,Type[] args = curMethod.getArgumentTypes();,if (curMethod != null ) Type[] args = curMethod.getArgumentTypes();
CodeEmitter.java,amount += args[i].getSize();,if (args[i] != null ) amount += args[i].getSize();
CodeEmitter.java,Type[] args = curMethod.getArgumentTypes();,if (curMethod != null ) Type[] args = curMethod.getArgumentTypes();
EmitterMethod.java,returnType = sig.getReturnType();,if (sig != null ) returnType = sig.getReturnType();
EmitterMethod.java,argumentTypes = sig.getArgumentTypes();,if (sig != null ) argumentTypes = sig.getArgumentTypes();
EmitterMethod.java,nextLocal += type.getSize();,if (type != null ) nextLocal += type.getSize();
AddDelegateTransformer.java,Method[] methods = delegateIf[i].getMethods();,if (delegateIf[i] != null ) Method[] methods = delegateIf[i].getMethods();
ClassTransformer.java,ClassTransformer t = (ClassTransformer)super.clone();,if ((ClassTransformer)super != null ) ClassTransformer t = (ClassTransformer)super.clone();
Emitter.java,methodName = sig.getName();,if (sig != null ) methodName = sig.getName();
Emitter.java,returnType = sig.getReturnType();,if (sig != null ) returnType = sig.getReturnType();
Emitter.java,argumentTypes = sig.getArgumentTypes();,if (sig != null ) argumentTypes = sig.getArgumentTypes();
Emitter.java,size += types[i].getSize();,if (types[i] != null ) size += types[i].getSize();
Emitter.java,names[i] = types[i].getInternalName();,if (types[i] != null ) names[i] = types[i].getInternalName();
Emitter.java,amount += argumentTypes[i].getSize();,if (argumentTypes[i] != null ) amount += argumentTypes[i].getSize();
Emitter.java,nextLocal += type.getSize();,if (type != null ) nextLocal += type.getSize();
AddDelegateTransformer.java,Type type = Type.getType(m.getReturnType());,if (Type != null ) Type type = Type.getType(m.getReturnType());
AbstractClassGenerator.java,"final String keyFieldValue = key.toString(); // TODO: add generator name, etc?","if (etc? != null ) final String keyFieldValue = key.toString(); // TODO: add generator name, etc?"
FieldTransformer.java,for(Iterator iterator = fields.iterator(); iterator.hasNext();  ){,if (){ != null ) for(Iterator iterator = fields.iterator(); iterator.hasNext();  ){
FieldTransformer.java,String name = iterator.next().toString();,if (iterator != null ) String name = iterator.next().toString();
FieldTransformer.java,for(Iterator iterator = fields.iterator(); iterator.hasNext();  ){,if (){ != null ) for(Iterator iterator = fields.iterator(); iterator.hasNext();  ){
FieldTransformer.java,String name = iterator.next().toString();,if (iterator != null ) String name = iterator.next().toString();
TestTransformVisistor.java,data = cw.toByteArray();,if (cw != null ) data = cw.toByteArray();
TestTransformVisistor.java,"TransforClassLoader loader = new TransforClassLoader(data,cls.getName());","if (TransforClassLoader(data,cls != null ) TransforClassLoader loader = new TransforClassLoader(data,cls.getName());"
TestTransformVisistor.java,Class transformed = loader.loadClass(cls.getName());,if (loader != null ) Class transformed = loader.loadClass(cls.getName());
KeyFactoryEmitter.java,Class[] parameterTypes = newInstance.getParameterTypes();,if (newInstance != null ) Class[] parameterTypes = newInstance.getParameterTypes();
AbstractTransformTask.java,String[] srcFiles = ds.getIncludedFiles();,if (ds != null ) String[] srcFiles = ds.getIncludedFiles();
AbstractClassGenerator.java,SecurityManager sm = System.getSecurityManager();,if (System != null ) SecurityManager sm = System.getSecurityManager();
MixinEmitter.java,Method[] methods = classes[i].getMethods();,if (classes[i] != null ) Method[] methods = classes[i].getMethods();
ReflectUtils.java,classes[i] = objects[i].getClass();,if (objects[i] != null ) classes[i] = objects[i].getClass();
ReflectUtils.java,Method[] methods = iface.getDeclaredMethods();,if (iface != null ) Method[] methods = iface.getDeclaredMethods();
ReflectUtils.java,String name = type.getName();,if (type != null ) String name = type.getName();
ReflectUtils.java,int len = pkg.length();,if (pkg != null ) int len = pkg.length();
CodeTransformer.java,CodeTransformer ct = (CodeTransformer)CodeTransformer.this.clone();,if ((CodeTransformer)CodeTransformer != null ) CodeTransformer ct = (CodeTransformer)CodeTransformer.this.clone();
CodeTransformer.java,CodeTransformer t = (CodeTransformer)super.clone();,if ((CodeTransformer)super != null ) CodeTransformer t = (CodeTransformer)super.clone();
TestTransformingLoader.java,ClassLoader parent = TestTransformingLoader.class.getClassLoader();,if (TestTransformingLoader != null ) ClassLoader parent = TestTransformingLoader.class.getClassLoader();
ReflectOps.java,Class type = obj.getClass();,if (obj != null ) Class type = obj.getClass();
Signature.java,type = type.trim();,if (type != null ) type = type.trim();
Ops.java,Class type = obj.getClass();,if (obj != null ) Class type = obj.getClass();
Emitter2.java,size += types[i].getSize();,if (types[i] != null ) size += types[i].getSize();
Emitter2.java,names[i] = types[i].getInternalName();,if (types[i] != null ) names[i] = types[i].getInternalName();
Emitter2.java,curBlock = curBlock.getParent();,if (curBlock != null ) curBlock = curBlock.getParent();
Emitter2.java,amount += argumentTypes[i].getSize();,if (argumentTypes[i] != null ) amount += argumentTypes[i].getSize();
Emitter2.java,desc = type.getDescriptor();,if (type != null ) desc = type.getDescriptor();
Emitter2.java,desc = type.getInternalName();,if (type != null ) desc = type.getInternalName();
Emitter2.java,nextLocal += type.getSize();,if (type != null ) nextLocal += type.getSize();
Virt.java,Class[] parameterTypes = cg.getParameterTypes();,if (cg != null ) Class[] parameterTypes = cg.getParameterTypes();
Virt.java,Class type = obj.getClass();,if (obj != null ) Class type = obj.getClass();
Virt.java,Class compType = type.getComponentType();,if (type != null ) Class compType = type.getComponentType();
Virt.java,Class compType = type.getComponentType();,if (type != null ) Class compType = type.getComponentType();
Virt.java,String string = (String)it.next();,if ((String)it != null ) String string = (String)it.next();
ParallelSorterEmitter.java,Class type = arrays[i].getClass();,if (arrays[i] != null ) Class type = arrays[i].getClass();
ParallelSorterEmitter.java,Class type = arrays[i].getClass();,if (arrays[i] != null ) Class type = arrays[i].getClass();
ParallelSorterEmitter.java,Class component = type.getComponentType();,if (type != null ) Class component = type.getComponentType();
MulticastDelegate.java,Class returnType = method.getReturnType();,if (method != null ) Class returnType = method.getReturnType();
Emitter2.java,amount += parameterTypes[i].getSize();,if (parameterTypes[i] != null ) amount += parameterTypes[i].getSize();
TestTransformingLoader.java,ClassLoader parent = TestTransformingLoader.class.getClassLoader();,if (TestTransformingLoader != null ) ClassLoader parent = TestTransformingLoader.class.getClassLoader();
TestTransformingLoader.java,Class loaded = loader.loadClass(Example.class.getName());,if (loader != null ) Class loaded = loader.loadClass(Example.class.getName());
TransformClassVisitor.java,for(Iterator iterator = fields.iterator(); iterator.hasNext();  ){,if (){ != null ) for(Iterator iterator = fields.iterator(); iterator.hasNext();  ){
TransformClassVisitor.java,String name = iterator.next().toString();,if (iterator != null ) String name = iterator.next().toString();
TransformClassVisitor.java,for(Iterator iterator = fields.iterator(); iterator.hasNext();  ){,if (){ != null ) for(Iterator iterator = fields.iterator(); iterator.hasNext();  ){
TransformClassVisitor.java,String name = iterator.next().toString();,if (iterator != null ) String name = iterator.next().toString();
TransformClassVisitor.java,Type type = Type.getType(m.getReturnType());,if (Type != null ) Type type = Type.getType(m.getReturnType());
TransformLoader.java,data = out.toByteArray();,if (out != null ) data = out.toByteArray();
TransformLoader.java,Transformation t = (Transformation)i.next();,if ((Transformation)i != null ) Transformation t = (Transformation)i.next();
TestTransformVisistor.java,data = tv.transform();,if (tv != null ) data = tv.transform();
AbstractClassGenerator.java,byte[] b = cw.toByteArray();,if (cw != null ) byte[] b = cw.toByteArray();
BasicCodeGenerator.java,namePrefix = superclass.getName();,if (superclass != null ) namePrefix = superclass.getName();
BasicCodeGenerator.java,byte[] bytes = backend.getBytes();,if (backend != null ) byte[] bytes = backend.getBytes();
BasicCodeGenerator.java,SecurityManager sm = System.getSecurityManager();,if (System != null ) SecurityManager sm = System.getSecurityManager();
BasicCodeGenerator.java,"Block newBlock = new Block(curBlock, backend.mark());","if (backend != null ) Block newBlock = new Block(curBlock, backend.mark());"
BasicCodeGenerator.java,curBlock = curBlock.getParent();,if (curBlock != null ) curBlock = curBlock.getParent();
CodeGenerator.java,Class type = obj.getClass();,if (obj != null ) Class type = obj.getClass();
CodeGenerator.java,Class compType = type.getComponentType();,if (type != null ) Class compType = type.getComponentType();
CodeGenerator.java,Class compType = type.getComponentType();,if (type != null ) Class compType = type.getComponentType();
CodeGenerator.java,String string = (String)it.next();,if ((String)it != null ) String string = (String)it.next();
CollectionUtils.java,Object value = (Object)it.next();,if ((Object)it != null ) Object value = (Object)it.next();
CollectionUtils.java,List result = new ArrayList(c.size());,if (ArrayList(c != null ) List result = new ArrayList(c.size());
FactoryCache.java,defaultLoader = source.getClassLoader();,if (source != null ) defaultLoader = source.getClassLoader();
FactoryCache.java,BasicCodeGenerator cg = callback.newGenerator();,if (callback != null ) BasicCodeGenerator cg = callback.newGenerator();
FactoryCache.java,factory = callback.newFactory(cg.define());,if (callback != null ) factory = callback.newFactory(cg.define());
ReflectUtils.java,boolean flag = cstruct.isAccessible();,if (cstruct != null ) boolean flag = cstruct.isAccessible();
ReflectUtils.java,classes[i] = objects[i].getClass();,if (objects[i] != null ) classes[i] = objects[i].getClass();
ReflectUtils.java,Method[] methods = iface.getDeclaredMethods();,if (iface != null ) Method[] methods = iface.getDeclaredMethods();
ReflectUtils.java,String name = type.getName();,if (type != null ) String name = type.getName();
ReflectUtils.java,int len = pkg.length();,if (pkg != null ) int len = pkg.length();
ReflectUtils.java,PropertyDescriptor[] all = info.getPropertyDescriptors();,if (info != null ) PropertyDescriptor[] all = info.getPropertyDescriptors();
ReflectUtils.java,cl = cl.getSuperclass();,if (cl != null ) cl = cl.getSuperclass();
ReflectUtils.java,Class superclass = type.getSuperclass();,if (type != null ) Class superclass = type.getSuperclass();
ReflectUtils.java,Class[] interfaces = type.getInterfaces();,if (type != null ) Class[] interfaces = type.getInterfaces();
ConstructorDelegate.java,constructor = delegate.getDeclaredConstructor(newInstance.getParameterTypes());,if (delegate != null ) constructor = delegate.getDeclaredConstructor(newInstance.getParameterTypes());
MethodDelegate.java,Method[] methods = iface.getDeclaredMethods();,if (iface != null ) Method[] methods = iface.getDeclaredMethods();
MethodDelegate.java,"Method method = type.getMethod(methodName, proxy.getParameterTypes());","if (proxy != null ) Method method = type.getMethod(methodName, proxy.getParameterTypes());"
MethodDelegate.java,Class[] types = method.getParameterTypes();,if (method != null ) Class[] types = method.getParameterTypes();
ConstructorDelegate.java,constructor = declaring.getDeclaredConstructor(newInstance.getParameterTypes());,if (declaring != null ) constructor = declaring.getDeclaredConstructor(newInstance.getParameterTypes());
BeanMap.java,final Class type = bean.getClass();,if (bean != null ) final Class type = bean.getClass();
KeyFactoryEmitter.java,parameterTypes = newInstance.getParameterTypes();,if (newInstance != null ) parameterTypes = newInstance.getParameterTypes();
AbstractClassGenerator.java,t = superclass.getClassLoader();,if (superclass != null ) t = superclass.getClassLoader();
Emitter.java,"Block newBlock = new Block(curBlock, backend.mark());","if (backend != null ) Block newBlock = new Block(curBlock, backend.mark());"
CodeGenerator.java,t = getClass().getClassLoader();,if (getClass() != null ) t = getClass().getClassLoader();
FastClass.java,loader = type.getClassLoader();,if (type != null ) loader = type.getClassLoader();
FastClassEmitter.java,Class[] types = method.getParameterTypes();,if (method != null ) Class[] types = method.getParameterTypes();
FastClassEmitter.java,Class[] types = constructor.getParameterTypes();,if (constructor != null ) Class[] types = constructor.getParameterTypes();
CodeGenerator.java,SecurityManager sm = System.getSecurityManager();,if (System != null ) SecurityManager sm = System.getSecurityManager();
TestTransformVisistor.java,Object obj = transformed.newInstance();,if (transformed != null ) Object obj = transformed.newInstance();
EnhancerGenerator.java,Class superclass = type.getSuperclass();,if (type != null ) Class superclass = type.getSuperclass();
EnhancerGenerator.java,Class[] interfaces = type.getInterfaces();,if (type != null ) Class[] interfaces = type.getInterfaces();
MethodProxy.java,ClassLoader loader = superMethod.getDeclaringClass().getClassLoader();,if (superMethod != null ) ClassLoader loader = superMethod.getDeclaringClass().getClassLoader();
CodeGenerator.java,Object value = (Object)it.next();,if ((Object)it != null ) Object value = (Object)it.next();
MethodProxy.java,loader = superMethod.getDeclaringClass().getClassLoader();,if (superMethod != null ) loader = superMethod.getDeclaringClass().getClassLoader();
MethodProxy.java,Class[] types = method.getParameterTypes();,if (method != null ) Class[] types = method.getParameterTypes();
MixinGenerator.java,Method[] methods = classes[i].getMethods();,if (classes[i] != null ) Method[] methods = classes[i].getMethods();
EnhancerGenerator.java,Iterator it = list.iterator();,if (list != null ) Iterator it = list.iterator();
Mixin.java,Class delegate = incoming[i].getClass();,if (incoming[i] != null ) Class delegate = incoming[i].getClass();
MixinGenerator.java,methods = type.getMethods();,if (type != null ) methods = type.getMethods();
TestBulkBean.java,MA bean = (MA)mClass.newInstance();,if ((MA)mClass != null ) MA bean = (MA)mClass.newInstance();
TestBulkBean.java,MA bean = (MA)mc.newInstance();,if ((MA)mc != null ) MA bean = (MA)mc.newInstance();
ConstructorProxy.java,Constructor constructor = declaring.getDeclaredConstructor(newInstance.getParameterTypes());,if (declaring != null ) Constructor constructor = declaring.getDeclaredConstructor(newInstance.getParameterTypes());
ConstructorProxy.java,ClassLoader loader = constructor.getDeclaringClass().getClassLoader();,if (constructor != null ) ClassLoader loader = constructor.getDeclaringClass().getClassLoader();
EnhancerGenerator.java,Iterator it = members.iterator();,if (members != null ) Iterator it = members.iterator();
ConstructorDelegate.java,int mod = member.getModifiers();,if (member != null ) int mod = member.getModifiers();
EnhancerGenerator.java,Class[] types = constructor.getParameterTypes();,if (constructor != null ) Class[] types = constructor.getParameterTypes();
CodeGenerator.java,String value = (String)it.next();,if ((String)it != null ) String value = (String)it.next();
CodeGenerator.java,hashCodes[i] = strings[i].hashCode();,if (strings[i] != null ) hashCodes[i] = strings[i].hashCode();
ASMUtils.java,int len = name.length();,if (name != null ) int len = name.length();
Beans.java,String name = method.getName();,if (method != null ) String name = method.getName();
Enhancer.java,ClassLoader loader = getClass().getClassLoader();,if (getClass() != null ) ClassLoader loader = getClass().getClassLoader();
TestEnhancer.java,Object ser = in.readObject();,if (in != null ) Object ser = in.readObject();
InterfaceMaker.java,Method[] clsMethods = cls.getMethods();,if (cls != null ) Method[] clsMethods = cls.getMethods();
LookupDelegator.java,Method[] methods = interfaces[i].getMethods();,if (interfaces[i] != null ) Method[] methods = interfaces[i].getMethods();
MethodInterceptorGenerator.java,Class[] exceptionTypes = method.getExceptionTypes();,if (method != null ) Class[] exceptionTypes = method.getExceptionTypes();
NoOpGenerator.java,Method[] methods = Object.class.getMethods();,if (Object != null ) Method[] methods = Object.class.getMethods();
ParallelSorter.java,Class type = array.getClass().getComponentType();,if (array != null ) Class type = array.getClass().getComponentType();
ParallelSorterGenerator.java,Class type = objects[i].getClass();,if (objects[i] != null ) Class type = objects[i].getClass();
ParallelSorterGenerator.java,Class type = objects[i].getClass();,if (objects[i] != null ) Class type = objects[i].getClass();
ParallelSorterGenerator.java,Class component = type.getComponentType();,if (type != null ) Class component = type.getComponentType();
TestInterface.java,Method[] methods = iface.getMethods();,if (iface != null ) Method[] methods = iface.getMethods();
EnhancerGenerator.java,type = type.getSuperclass();,if (type != null ) type = type.getSuperclass();
EnhancerGenerator.java,Class superclass = type.getSuperclass();,if (type != null ) Class superclass = type.getSuperclass();
EnhancerGenerator.java,Class[] interfaces = type.getInterfaces();,if (type != null ) Class[] interfaces = type.getInterfaces();
EnhancerGenerator.java,Class[] exceptionTypes = method.getExceptionTypes();,if (method != null ) Class[] exceptionTypes = method.getExceptionTypes();
BasicCodeGenerator.java,int modifiers = method.getModifiers();,if (method != null ) int modifiers = method.getModifiers();
MetaClass.java,Method[] methods = target.getMethods();,if (target != null ) Method[] methods = target.getMethods();
MetaClass.java,Constructor[] constructors = target.getConstructors();,if (target != null ) Constructor[] constructors = target.getConstructors();
EnhancerGenerator.java,Class[] types = constructor.getParameterTypes();,if (constructor != null ) Class[] types = constructor.getParameterTypes();
BeanMap.java,Class type = bean.getClass();,if (bean != null ) Class type = bean.getClass();
BeanMapGenerator.java,this.switchStyle = switchStyle.intValue();,if (switchStyle != null ) this.switchStyle = switchStyle.intValue();
FactoryCache.java,factory = cg.define();,if (cg != null ) factory = cg.define();
MetaClass.java,int mod = method.getModifiers();,if (method != null ) int mod = method.getModifiers();
ConstructorProxy.java,Class declaring = constructor.getDeclaringClass();,if (constructor != null ) Class declaring = constructor.getDeclaringClass();
ConstructorProxy.java,ClassLoader loader = declaring.getClassLoader();,if (declaring != null ) ClassLoader loader = declaring.getClassLoader();
EnhancerGenerator.java,clazz = clazz.getSuperclass();,if (clazz != null ) clazz = clazz.getSuperclass();
EnhancerGenerator.java,Class superclass = clazz.getSuperclass();,if (clazz != null ) Class superclass = clazz.getSuperclass();
EnhancerGenerator.java,Class[] interfaces = clazz.getInterfaces();,if (clazz != null ) Class[] interfaces = clazz.getInterfaces();
MetaClass.java,cl = cl.getSuperclass();,if (cl != null ) cl = cl.getSuperclass();
MetaClass.java,Class clazz = generator.define();,if (generator != null ) Class clazz = generator.define();
MethodDelegate.java,"Method method = clazz.getMethod(methodName, proxy.getParameterTypes());","if (proxy != null ) Method method = clazz.getMethod(methodName, proxy.getParameterTypes());"
MethodProxy.java,Class declaring = superMethod.getDeclaringClass();,if (superMethod != null ) Class declaring = superMethod.getDeclaringClass();
