Filename,Buggy/Deleted,Fixed/Added
ModalityFilter.java,model = config.initModel();,if (config != null ) model = config.initModel();
ModalityServlet.java,model = config.initModel();,if (config != null ) model = config.initModel();
WebappModelProvider.java,"InputStream is = ServletUtils.getInputStream(modalityConfigPath, webConfig.getServletContext());","if (webConfig != null ) InputStream is = ServletUtils.getInputStream(modalityConfigPath, webConfig.getServletContext());"
ModalityFilter.java,"InputStream is = ServletUtils.getInputStream(modalityConfigPath, config.getServletContext());","if (config != null ) InputStream is = ServletUtils.getInputStream(modalityConfigPath, config.getServletContext());"
ModalityFilter.java,modelId = modelKey = modelKeys.iterator().next();,if (modelKeys != null ) modelId = modelKey = modelKeys.iterator().next();
ModalityFilter.java,modelId = model.getModelId();,if (model != null ) modelId = model.getModelId();
ModalityServlet.java,"InputStream is = ServletUtils.getInputStream(modalityConfigPath, config.getServletContext());","if (config != null ) InputStream is = ServletUtils.getInputStream(modalityConfigPath, config.getServletContext());"
ModalityServlet.java,modelId = modelKey = modelKeys.iterator().next();,if (modelKeys != null ) modelId = modelKey = modelKeys.iterator().next();
ModalityServlet.java,modelId = model.getModelId();,if (model != null ) modelId = model.getModelId();
SavedRequest.java,body = toByteArray(request.getInputStream());,if (toByteArray(request != null ) body = toByteArray(request.getInputStream());
AbstractFormAuthFilter.java,HttpSession session = request.getSession();,if (request != null ) HttpSession session = request.getSession();
AbstractFormAuthFilter.java,HttpSession session = request.getSession();,if (request != null ) HttpSession session = request.getSession();
SavedRequest.java,Enumeration<String> attributeNames = request.getAttributeNames();,if (request != null ) Enumeration<String> attributeNames = request.getAttributeNames();
SavedRequest.java,String attributeName = attributeNames.nextElement();,if (attributeNames != null ) String attributeName = attributeNames.nextElement();
SavedRequest.java,Enumeration<String> headerNames = request.getHeaderNames();,if (request != null ) Enumeration<String> headerNames = request.getHeaderNames();
SavedRequest.java,String headerName = headerNames.nextElement();,if (headerNames != null ) String headerName = headerNames.nextElement();
SavedRequest.java,requestURL = request.getRequestURL();,if (request != null ) requestURL = request.getRequestURL();
SavedRequest.java,String charset = request.getCharacterEncoding();,if (request != null ) String charset = request.getCharacterEncoding();
BaseModel.java,upstreamAttributeName = pkEntity.getName();,if (pkEntity != null ) upstreamAttributeName = pkEntity.getName();
VelosurfEntityReference.java,String msg = tuple.getMessage();,if (tuple != null ) String msg = tuple.getMessage();
VelosurfEntityReference.java,Throwable err = tuple.getThrowable();,if (tuple != null ) Throwable err = tuple.getThrowable();
VelosurfInstanceReference.java,String msg = tuple.getMessage();,if (tuple != null ) String msg = tuple.getMessage();
VelosurfInstanceReference.java,Throwable err = tuple.getThrowable();,if (tuple != null ) Throwable err = tuple.getThrowable();
VelosurfTool.java,String msg = tuple.getMessage();,if (tuple != null ) String msg = tuple.getMessage();
VelosurfTool.java,Throwable err = tuple.getThrowable();,if (tuple != null ) Throwable err = tuple.getThrowable();
VelosurfActiveInstanceReference.java,String msg = tuple.getMessage();,if (tuple != null ) String msg = tuple.getMessage();
VelosurfActiveInstanceReference.java,Throwable err = tuple.getThrowable();,if (tuple != null ) Throwable err = tuple.getThrowable();
Transaction.java,element = element.trim();,if (element != null ) element = element.trim();
BaseModel.java,Connection connection = dataSource.getConnection();,if (dataSource != null ) Connection connection = dataSource.getConnection();
Instance.java,Filter<Serializable> filter = readFilters.getTypeEntry(value.getClass());,if (readFilters != null ) Filter<Serializable> filter = readFilters.getTypeEntry(value.getClass());
ConfigDigester.java,String childName = childElement.getLocalName();,if (childElement != null ) String childName = childElement.getLocalName();
FormAuthFilter.java,modelId = modelKey = modelKeys.iterator().next();,if (modelKeys != null ) modelId = modelKey = modelKeys.iterator().next();
FormAuthFilter.java,modelId = model.getModelId();,if (model != null ) modelId = model.getModelId();
ModalityFilter.java,"InputStream is = ServletUtils.getInputStream(modalityConfigPath, config.getServletContext());","if (config != null ) InputStream is = ServletUtils.getInputStream(modalityConfigPath, config.getServletContext());"
ModalityFilter.java,"InputStream is = ServletUtils.getInputStream(motionConfigPath, config.getServletContext());","if (config != null ) InputStream is = ServletUtils.getInputStream(motionConfigPath, config.getServletContext());"
AbstractAuthFilter.java,"InputStream is = ServletUtils.getInputStream(motionConfigPath, config.getServletContext());","if (config != null ) InputStream is = ServletUtils.getInputStream(motionConfigPath, config.getServletContext());"
VelosurfTool.java,DocumentBuilderFactory builderFactory = XmlUtils.createDocumentBuilderFactory();,if (XmlUtils != null ) DocumentBuilderFactory builderFactory = XmlUtils.createDocumentBuilderFactory();
BasicModelToolTests.java,ToolboxFactory factory = config.createFactory();,if (config != null ) ToolboxFactory factory = config.createFactory();
BasicModelToolTests.java,Context context = manager.createContext();,if (manager != null ) Context context = manager.createContext();
