Filename,Buggy/Deleted,Fixed/Added
FlyCapture2FrameGrabber.java,error = camera.StartCapture();,if (camera != null ) error = camera.StartCapture();
FlyCapture2FrameGrabber.java,error = camera.StopCapture();,if (camera != null ) error = camera.StopCapture();
FlyCapture2FrameGrabber.java,error = camera.FireSoftwareTrigger();,if (camera != null ) error = camera.FireSoftwareTrigger();
GLCanvasFrame.java,this.width  = image.width();,if (image != null ) this.width  = image.width();
GLCanvasFrame.java,this.height = image.height();,if (image != null ) this.height = image.height();
opencv_core.java,long temp = rng.get();,if (rng != null ) long temp = rng.get();
opencv_core.java,image.bufferedImage = template.cloneBufferedImage();,if (template != null ) image.bufferedImage = template.cloneBufferedImage();
opencv_core.java,SampleModel sm = image.getSampleModel();,if (image != null ) SampleModel sm = image.getSampleModel();
opencv_core.java,int type = bi.getType();,if (bi != null ) int type = bi.getType();
opencv_core.java,int in = srcBuf.get();,if (srcBuf != null ) int in = srcBuf.get();
opencv_core.java,int in = srcBuf.get();,if (srcBuf != null ) int in = srcBuf.get();
opencv_core.java,int in = srcBuf.get();,if (srcBuf != null ) int in = srcBuf.get();
opencv_core.java,int in = srcBuf.get();,if (srcBuf != null ) int in = srcBuf.get();
opencv_core.java,int in = srcBuf.get();,if (srcBuf != null ) int in = srcBuf.get();
opencv_core.java,int in = srcBuf.get();,if (srcBuf != null ) int in = srcBuf.get();
opencv_core.java,int in = srcBuf.get();,if (srcBuf != null ) int in = srcBuf.get();
opencv_core.java,float in = srcBuf.get();,if (srcBuf != null ) float in = srcBuf.get();
opencv_core.java,float in = srcBuf.get();,if (srcBuf != null ) float in = srcBuf.get();
opencv_core.java,double in = srcBuf.get();,if (srcBuf != null ) double in = srcBuf.get();
opencv_core.java,double in = srcBuf.get();,if (srcBuf != null ) double in = srcBuf.get();
opencv_core.java,SampleModel sm = image.getSampleModel();,if (image != null ) SampleModel sm = image.getSampleModel();
opencv_core.java,Raster r       = image.getRaster();,if (image != null ) Raster r       = image.getRaster();
opencv_core.java,int step = sm.getWidth()*sm.getNumBands();,if (sm != null ) int step = sm.getWidth()*sm.getNumBands();
opencv_core.java,int channels = sm.getNumBands();,if (sm != null ) int channels = sm.getNumBands();
opencv_core.java,SampleModel sm = image.getSampleModel();,if (image != null ) SampleModel sm = image.getSampleModel();
opencv_core.java,Raster r       = image.getRaster();,if (image != null ) Raster r       = image.getRaster();
opencv_core.java,int step = sm.getWidth()*sm.getNumBands();,if (sm != null ) int step = sm.getWidth()*sm.getNumBands();
opencv_core.java,int channels = sm.getNumBands();,if (sm != null ) int channels = sm.getNumBands();
opencv_core.java,BytePointer pointer = str.ptr();,if (str != null ) BytePointer pointer = str.ptr();
IPCameraFrameGrabber.java,connection = url.openConnection();,if (url != null ) connection = url.openConnection();
IPCameraFrameGrabber.java,headerfields = connection.getHeaderFields();,if (connection != null ) headerfields = connection.getHeaderFields();
IPCameraFrameGrabber.java,input = connection.getInputStream();,if (connection != null ) input = connection.getInputStream();
IPCameraFrameGrabber.java,c = input.read();,if (input != null ) c = input.read();
IPCameraFrameGrabber.java,String subheader = sb.toString();,if (sb != null ) String subheader = sb.toString();
MarkerDetector.java,double confidence = markers.cf();,if (markers != null ) double confidence = markers.cf();
FFmpegFrameRecorder.java,int inputSize = samples.limit() - samples.position();,if (samples != null ) int inputSize = samples.limit() - samples.position();
FrameGrabber.java,latencies[i] = newestTimestamp-frameGrabbers[i].getTimestamp();,if (newestTimestamp-frameGrabbers[i] != null ) latencies[i] = newestTimestamp-frameGrabbers[i].getTimestamp();
FrameGrabber.java,newestTimestamp = frameGrabbers[i].getTimestamp();,if (frameGrabbers[i] != null ) newestTimestamp = frameGrabbers[i].getTimestamp();
CanvasFrame.java,BufferStrategy strategy = canvas.getBufferStrategy();,if (canvas != null ) BufferStrategy strategy = canvas.getBufferStrategy();
CanvasFrame.java,g = strategy.getDrawGraphics();,if (strategy != null ) g = strategy.getDrawGraphics();
FFmpegFrameRecorder.java,samplesBuffer = samplesPointer.capacity(bufferSize).asBuffer();,if (samplesPointer != null ) samplesBuffer = samplesPointer.capacity(bufferSize).asBuffer();
FaceRecognition.java,final int type = cvMat.maskedType();,if (cvMat != null ) final int type = cvMat.maskedType();
FrameGrabber.java,s[i] = list.get(i).getSimpleName();,if (list != null ) s[i] = list.get(i).getSimpleName();
FFmpegFrameRecorder.java,String name = oformat.name().getString();,if (oformat != null ) String name = oformat.name().getString();
FFmpegFrameRecorder.java,String name = oformat.name().getString();,if (oformat != null ) String name = oformat.name().getString();
FFmpegFrameGrabber.java,AVCodecContext pCodecCtx = pStream.codec();,if (pStream != null ) AVCodecContext pCodecCtx = pStream.codec();
FFmpegFrameGrabber.java,samplesBuffer = samplesPointer.capacity(bufferSize).asBuffer();,if (samplesPointer != null ) samplesBuffer = samplesPointer.capacity(bufferSize).asBuffer();
FFmpegFrameGrabber.java,long dts = packet.dts();,if (packet != null ) long dts = packet.dts();
FFmpegFrameGrabber.java,BytePointer p = packet.data();,if (packet != null ) BytePointer p = packet.data();
FFmpegFrameRecorder.java,int width = frame.width();,if (frame != null ) int width = frame.width();
FFmpegFrameRecorder.java,int height = frame.height();,if (frame != null ) int height = frame.height();
FFmpegFrameRecorder.java,int step = frame.widthStep();,if (frame != null ) int step = frame.widthStep();
FFmpegFrameRecorder.java,BytePointer data = frame.imageData();,if (frame != null ) BytePointer data = frame.imageData();
FFmpegFrameRecorder.java,int depth = frame.depth();,if (frame != null ) int depth = frame.depth();
FFmpegFrameRecorder.java,int channels = frame.nChannels();,if (frame != null ) int channels = frame.nChannels();
CanvasFrame.java,bufferStrategy = canvas.getBufferStrategy();,if (canvas != null ) bufferStrategy = canvas.getBufferStrategy();
FFmpegFrameGrabber.java,pCodecCtx = pStream.codec();,if (pStream != null ) pCodecCtx = pStream.codec();
FFmpegFrameRecorder.java,String name = oformat.name().getString();,if (oformat != null ) String name = oformat.name().getString();
JavaCV.java,String timestamp = JavaCV.class.getPackage().getImplementationVersion();,if (JavaCV != null ) String timestamp = JavaCV.class.getPackage().getImplementationVersion();
