Filename,Buggy/Deleted,Fixed/Added
PropertyInfoSetResolver.java,resolveRequest.accessLevel = configuration.getFieldAccessLevel();,if (configuration != null ) resolveRequest.accessLevel = configuration.getFieldAccessLevel();
PropertyInfoSetResolver.java,resolveRequest.accessLevel = configuration.getMethodAccessLevel();,if (configuration != null ) resolveRequest.accessLevel = configuration.getMethodAccessLevel();
ImplicitMappingBuilder.java,NameableType nameableType = NameableType.forPropertyType(source.getPropertyType());,if (NameableType != null ) NameableType nameableType = NameableType.forPropertyType(source.getPropertyType());
ImplicitMappingBuilder.java,NameableType nameableType = NameableType.forPropertyType(dest.getPropertyType());,if (NameableType != null ) NameableType nameableType = NameableType.forPropertyType(dest.getPropertyType());
LooseMatchingStrategy.java,List<Tokens> destTokens = propertyNameInfo.getDestinationPropertyTokens();,if (propertyNameInfo != null ) List<Tokens> destTokens = propertyNameInfo.getDestinationPropertyTokens();
StandardMatchingStrategy.java,List<Tokens> destTokens = propertyNameInfo.getDestinationPropertyTokens();,if (propertyNameInfo != null ) List<Tokens> destTokens = propertyNameInfo.getDestinationPropertyTokens();
InexactMatcher.java,String[] tokens = propertyNameInfo.getSourceClassTokens();,if (propertyNameInfo != null ) String[] tokens = propertyNameInfo.getSourceClassTokens();
MappingEngineImpl.java,sourceType = propertyMapping.getLastSourceProperty().getType();,if (propertyMapping != null ) sourceType = propertyMapping.getLastSourceProperty().getType();
CollectionConverter.java,Mapping mapping = context.getMapping();,if (context != null ) Mapping mapping = context.getMapping();
ArrayNodeConverter.java,Mapping mapping = context.getMapping();,if (context != null ) Mapping mapping = context.getMapping();
ArrayNodeConverter.java,PropertyInfo destInfo = mapping.getLastDestinationProperty();,if (mapping != null ) PropertyInfo destInfo = mapping.getLastDestinationProperty();
TypeResolver.java,Type[] arguments = paramType.getActualTypeArguments();,if (paramType != null ) Type[] arguments = paramType.getActualTypeArguments();
TypeResolver.java,Type superType = rawType.getGenericSuperclass();,if (rawType != null ) Type superType = rawType.getGenericSuperclass();
TypeResolver.java,Type genericType = targetType.getGenericSuperclass();,if (targetType != null ) Type genericType = targetType.getGenericSuperclass();
TypeResolver.java,genericType = type.getGenericSuperclass();,if (type != null ) genericType = type.getGenericSuperclass();
TypeResolver.java,type = type.getSuperclass();,if (type != null ) type = type.getSuperclass();
TypeResolver.java,genericType = type.getGenericSuperclass();,if (type != null ) genericType = type.getGenericSuperclass();
TypeResolver.java,type = type.getEnclosingClass();,if (type != null ) type = type.getEnclosingClass();
TypeResolver.java,Type rawType = parameterizedType.getRawType();,if (parameterizedType != null ) Type rawType = parameterizedType.getRawType();
TypeResolver.java,Type[] typeArguments = type.getActualTypeArguments();,if (type != null ) Type[] typeArguments = type.getActualTypeArguments();
TypeResolver.java,Type owner = type.getOwnerType();,if (type != null ) Type owner = type.getOwnerType();
TypeResolver.java,Type[] bounds = typeVariable.getBounds();,if (typeVariable != null ) Type[] bounds = typeVariable.getBounds();
ExplicitMappingVisitor.java,int sort = type.getSort();,if (type != null ) int sort = type.getSort();
ExplicitMappingVisitor.java,lastMutatorOwner = type.getInternalName();,if (type != null ) lastMutatorOwner = type.getInternalName();
Members.java,type = type.getSuperclass();,if (type != null ) type = type.getSuperclass();
ExplicitMappingBuilderTest.java,String str = foo.toString();,if (foo != null ) String str = foo.toString();
Types.java,args[i] = Collections.emptyList();,if (Collections != null ) args[i] = Collections.emptyList();
Types.java,args[i] = Collections.emptyMap();,if (Collections != null ) args[i] = Collections.emptyMap();
Types.java,types[i] = objects[i].getClass();,if (objects[i] != null ) types[i] = objects[i].getClass();
PropertyMap.java,this.source = builder.getSource();,if (builder != null ) this.source = builder.getSource();
TypeInfoImpl.java,int mod = member.getModifiers();,if (member != null ) int mod = member.getModifiers();
TypeInfoImpl.java,initRequest.namingConvention = configuration.getSourceNamingConvention();,if (configuration != null ) initRequest.namingConvention = configuration.getSourceNamingConvention();
TypeInfoImpl.java,initRequest.nameTransformer = configuration.getSourceNameTransformer();,if (configuration != null ) initRequest.nameTransformer = configuration.getSourceNameTransformer();
TypeInfoImpl.java,initRequest.namingConvention = configuration.getDestinationNamingConvention();,if (configuration != null ) initRequest.namingConvention = configuration.getDestinationNamingConvention();
TypeInfoImpl.java,initRequest.nameTransformer = configuration.getDestinationNameTransformer();,if (configuration != null ) initRequest.nameTransformer = configuration.getDestinationNameTransformer();
TypeInfoImpl.java,initRequest.accessLevel = configuration.getFieldAccessLevel();,if (configuration != null ) initRequest.accessLevel = configuration.getFieldAccessLevel();
TypeInfoImpl.java,initRequest.accessLevel = configuration.getMethodAccessLevel();,if (configuration != null ) initRequest.accessLevel = configuration.getMethodAccessLevel();
GH42.java,Source source = ctx.getSource();,if (ctx != null ) Source source = ctx.getSource();
GH42.java,Destination dest = ctx.getDestination();,if (ctx != null ) Destination dest = ctx.getDestination();
MappingBuilderImpl.java,List<Accessor> sourcePropertyInfo = sourceProgress.propertyInfo();,if (sourceProgress != null ) List<Accessor> sourcePropertyInfo = sourceProgress.propertyInfo();
LooseMatchingStrategy.java,sourceTokens = propertyNameInfo.getSourcePropertyTokens();,if (propertyNameInfo != null ) sourceTokens = propertyNameInfo.getSourcePropertyTokens();
LooseMatchingStrategy.java,tokens = propertyNameInfo.getSourceClassTokens();,if (propertyNameInfo != null ) tokens = propertyNameInfo.getSourceClassTokens();
StandardMatchingStrategy.java,sourceTokens = propertyNameInfo.getSourcePropertyTokens();,if (propertyNameInfo != null ) sourceTokens = propertyNameInfo.getSourcePropertyTokens();
StandardMatchingStrategy.java,String[] tokens = propertyNameInfo.getSourceClassTokens();,if (propertyNameInfo != null ) String[] tokens = propertyNameInfo.getSourceClassTokens();
ProxyFactory.java,T result = type.cast(enhanced.newInstance());,if (type != null ) T result = type.cast(enhanced.newInstance());
StandardMatchingStrategy.java,sourceProperties = propertyNameInfo.getSourceProperties();,if (propertyNameInfo != null ) sourceProperties = propertyNameInfo.getSourceProperties();
Strings.java,n += a[i].length();,if (a[i] != null ) n += a[i].length();
StandardMatchingStrategy.java,this.sourceTokens = propertyNameInfo.getSourcePropertyTokens();,if (propertyNameInfo != null ) this.sourceTokens = propertyNameInfo.getSourcePropertyTokens();
DateConverter.java,Calendar calendar = Calendar.getInstance();,if (Calendar != null ) Calendar calendar = Calendar.getInstance();
DateConverterTest.java,long now = System.currentTimeMillis();,if (System != null ) long now = System.currentTimeMillis();
EnumConverter.java,String name = context.getSource().name();,if (context != null ) String name = context.getSource().name();
MappingEngineImpl.java,provider = context.typeMap().getProvider();,if (context != null ) provider = context.typeMap().getProvider();
CircularDependencies2.java,Object m = tm.getMappings();,if (tm != null ) Object m = tm.getMappings();
StandardMatchingStrategy.java,tokens = propertyNameInfo.getSourceClassTokens();,if (propertyNameInfo != null ) tokens = propertyNameInfo.getSourceClassTokens();
PropertyMappingBuilder.java,Mutator mutator = entry.getValue();,if (entry != null ) Mutator mutator = entry.getValue();
MappingEngineImpl.java,destination = context.getDestination();,if (context != null ) destination = context.getDestination();
StandardMatchingStrategy.java,this.sourceTokens = propertyNameInfo.getSourcePropertyTokens();,if (propertyNameInfo != null ) this.sourceTokens = propertyNameInfo.getSourcePropertyTokens();
StandardMatchingStrategy.java,tokens = propertyNameInfo.getSourceClassTokens();,if (propertyNameInfo != null ) tokens = propertyNameInfo.getSourceClassTokens();
MappingEngineImpl.java,Condition condition = typeMap.getCondition();,if (typeMap != null ) Condition condition = typeMap.getCondition();
MappingEngineImpl.java,Condition condition = mapping.getCondition();,if (mapping != null ) Condition condition = mapping.getCondition();
TypeResolver.java,Type[] arguments = paramType.getActualTypeArguments();,if (paramType != null ) Type[] arguments = paramType.getActualTypeArguments();
TypeResolver.java,Type genericType = sourceType.getGenericSuperclass();,if (sourceType != null ) Type genericType = sourceType.getGenericSuperclass();
