Filename,Buggy/Deleted,Fixed/Added
RequireThisCheck.java,final DetailAST sibling = ast.getNextSibling();,if (ast != null ) final DetailAST sibling = ast.getNextSibling();
RequireThisCheck.java,curNode = curNode.getParent();,if (curNode != null ) curNode = curNode.getParent();
OrderedPropertiesCheck.java,final String propKey = (String) keys.nextElement();,if (keys != null ) final String propKey = (String) keys.nextElement();
FinalClassCheck.java,final ClassDesc desc = classes.getFirst();,if (classes != null ) final ClassDesc desc = classes.getFirst();
FinalClassCheck.java,final String superClassName = getSuperClassName(currentClass.getClassAst());,if (getSuperClassName(currentClass != null ) final String superClassName = getSuperClassName(currentClass.getClassAst());
FinalClassCheck.java,outerClassQualifiedName = classes.peek().getQualifiedName();,if (classes != null ) outerClassQualifiedName = classes.peek().getQualifiedName();
AbstractModuleTestSupport.java,final String name = moduleConfig.getName();,if (moduleConfig != null ) final String name = moduleConfig.getName();
AbstractModuleTestSupport.java,final String moduleName = moduleConfig.getName();,if (moduleConfig != null ) final String moduleName = moduleConfig.getName();
VisibilityModifierCheck.java,DetailAST sibling = type.getNextSibling();,if (type != null ) DetailAST sibling = type.getNextSibling();
VisibilityModifierCheck.java,type = sibling.getNextSibling();,if (sibling != null ) type = sibling.getNextSibling();
PropertiesExpander.java,values = new HashMap<>(properties.size());,if (HashMap<>(properties != null ) values = new HashMap<>(properties.size());
PropertiesExpander.java,final String name = (String) e.nextElement();,if (e != null ) final String name = (String) e.nextElement();
UnusedLocalVariableCheck.java,final DetailAST parentAst = identAst.getParent();,if (identAst != null ) final DetailAST parentAst = identAst.getParent();
UnusedLocalVariableCheck.java,final DetailAST parent = identAst.getParent();,if (identAst != null ) final DetailAST parent = identAst.getParent();
JavadocMetadataScraper.java,detailNode = stack.getFirst();,if (stack != null ) detailNode = stack.getFirst();
JavaAstVisitor.java,final DetailAstImpl assign = create(ctx.ASSIGN());,if (create(ctx != null ) final DetailAstImpl assign = create(ctx.ASSIGN());
SarifLogger.java,final StringBuilder sb = new StringBuilder(value.length());,if (StringBuilder(value != null ) final StringBuilder sb = new StringBuilder(value.length());
CustomImportOrderCheck.java,final int length = matcher.end() - matcher.start();,if (matcher != null ) final int length = matcher.end() - matcher.start();
TagParser.java,column = currentLine.length();,if (currentLine != null ) column = currentLine.length();
MethodLengthCheck.java,final int lineNo = node.getLineNo();,if (node != null ) final int lineNo = node.getLineNo();
XdocsPagesTest.java,newArray[index] = (Integer) iterator.next();,if (iterator != null ) newArray[index] = (Integer) iterator.next();
XdocsPagesTest.java,result = sb.toString();,if (sb != null ) result = sb.toString();
XdocsPagesTest.java,result = sb.toString();,if (sb != null ) result = sb.toString();
OuterTypeFilenameCheck.java,String name = getFileContents().getFileName();,if (getFileContents() != null ) String name = getFileContents().getFileName();
PackageDeclarationCheck.java,final String fileName = getFileContents().getFileName();,if (getFileContents() != null ) final String fileName = getFileContents().getFileName();
JavadocStyleCheck.java,check = getFileContents().inPackageInfo();,if (getFileContents() != null ) check = getFileContents().inPackageInfo();
JavadocMetadataScraper.java,final String filePath = getFileContents().getFileName();,if (getFileContents() != null ) final String filePath = getFileContents().getFileName();
JavadocMetadataScraper.java,final String fullFileName = getFileContents().getFileName();,if (getFileContents() != null ) final String fullFileName = getFileContents().getFileName();
TreeTable.java,final int length = xpath.length();,if (xpath != null ) final int length = xpath.length();
TreeTable.java,DetailAST child = root.getFirstChild();,if (root != null ) DetailAST child = root.getFirstChild();
TreeTable.java,child = child.getNextSibling();,if (child != null ) child = child.getNextSibling();
TreeTable.java,TreePath path = new TreePath(nodes.pop());,if (TreePath(nodes != null ) TreePath path = new TreePath(nodes.pop());
TreeTable.java,path = path.pathByAddingChild(nodes.pop());,if (path != null ) path = path.pathByAddingChild(nodes.pop());
XpathUtil.java,final XPathEvaluator xpathEvaluator = new XPathEvaluator(Configuration.newConfiguration());,if (XPathEvaluator(Configuration != null ) final XPathEvaluator xpathEvaluator = new XPathEvaluator(Configuration.newConfiguration());
XpathUtil.java,final XPathEvaluator xpathEvaluator = new XPathEvaluator(Configuration.newConfiguration());,if (XPathEvaluator(Configuration != null ) final XPathEvaluator xpathEvaluator = new XPathEvaluator(Configuration.newConfiguration());
MethodLengthCheck.java,final int lastLine = closingBrace.getLineNo();,if (closingBrace != null ) final int lastLine = closingBrace.getLineNo();
XmlLoader.java,final SAXParserFactory factory = SAXParserFactory.newInstance();,if (SAXParserFactory != null ) final SAXParserFactory factory = SAXParserFactory.newInstance();
XmlLoader.java,parser = factory.newSAXParser().getXMLReader();,if (factory != null ) parser = factory.newSAXParser().getXMLReader();
UnusedLocalVariableCheck.java,packageName = extractQualifiedName(ast.getFirstChild().getNextSibling());,if (extractQualifiedName(ast != null ) packageName = extractQualifiedName(ast.getFirstChild().getNextSibling());
UnusedLocalVariableCheck.java,DetailAST parentAst = literalNewAst.getParent();,if (literalNewAst != null ) DetailAST parentAst = literalNewAst.getParent();
UnusedLocalVariableCheck.java,parentAst = parentAst.getParent();,if (parentAst != null ) parentAst = parentAst.getParent();
UnusedLocalVariableCheck.java,final DetailAST firstChild = parentAst.getFirstChild();,if (parentAst != null ) final DetailAST firstChild = parentAst.getFirstChild();
FinalClassCheck.java,packageName = extractQualifiedName(ast.getFirstChild().getNextSibling());,if (extractQualifiedName(ast != null ) packageName = extractQualifiedName(ast.getFirstChild().getNextSibling());
FinalClassCheck.java,superClassName = extractQualifiedName(classExtend.getFirstChild());,if (extractQualifiedName(classExtend != null ) superClassName = extractQualifiedName(classExtend.getFirstChild());
SummaryJavadocCheck.java,node = Optional.empty();,if (Optional != null ) node = Optional.empty();
FallThroughCheck.java,final int endColNo = nextCase.getColumnNo();,if (nextCase != null ) final int endColNo = nextCase.getColumnNo();
SummaryJavadocCheck.java,final String javadocText = blockCommentAst.getFirstChild().getText();,if (blockCommentAst != null ) final String javadocText = blockCommentAst.getFirstChild().getText();
FinalClassCheck.java,final ClassDesc desc = classes.peek();,if (classes != null ) final ClassDesc desc = classes.peek();
FinalClassCheck.java,final ClassDesc desc = classes.pop();,if (classes != null ) final ClassDesc desc = classes.pop();
FinalClassCheck.java,final String qualifiedName = desc.getQualifiedName();,if (desc != null ) final String qualifiedName = desc.getQualifiedName();
FinalClassCheck.java,final String classDescQualifiedName = classDesc.getQualifiedName();,if (classDesc != null ) final String classDescQualifiedName = classDesc.getQualifiedName();
FinalClassCheck.java,final ClassDesc desc = classes.peek();,if (classes != null ) final ClassDesc desc = classes.peek();
MainFrameModel.java,lastDirectory = new File(currentFile.getParent());,if (File(currentFile != null ) lastDirectory = new File(currentFile.getParent());
UnusedLocalVariableCheck.java,final DetailAST parentAst = identAst.getParent();,if (identAst != null ) final DetailAST parentAst = identAst.getParent();
UnusedLocalVariableCheck.java,final DetailAST holder = anonInnerClassHolders.remove();,if (anonInnerClassHolders != null ) final DetailAST holder = anonInnerClassHolders.remove();
UnusedLocalVariableCheck.java,final DetailAST grandParent = parentAst.getParent();,if (parentAst != null ) final DetailAST grandParent = parentAst.getParent();
MissingSwitchDefaultCheck.java,nextAst = nextAst.getNextSibling();,if (nextAst != null ) nextAst = nextAst.getNextSibling();
MagicNumberCheck.java,DetailAST methodDefAST = ast.getParent();,if (ast != null ) DetailAST methodDefAST = ast.getParent();
MagicNumberCheck.java,methodDefAST = methodDefAST.getParent();,if (methodDefAST != null ) methodDefAST = methodDefAST.getParent();
MagicNumberCheck.java,inHashCodeMethod = !paramAST.hasChildren();,if (!paramAST != null ) inHashCodeMethod = !paramAST.hasChildren();
FileContents.java,fileName = text.getFile().toString();,if (text != null ) fileName = text.getFile().toString();
IllegalTypeCheck.java,currentNode = currentNode.getParent();,if (currentNode != null ) currentNode = currentNode.getParent();
ElementNode.java,result = descendEnum.next();,if (descendEnum != null ) result = descendEnum.next();
ElementNode.java,result = siblingEnum.next();,if (siblingEnum != null ) result = siblingEnum.next();
XpathMapperTest.java,final DetailAST expectedExprNode = expectedAssignNode.getFirstChild();,if (expectedAssignNode != null ) final DetailAST expectedExprNode = expectedAssignNode.getFirstChild();
XpathMapperTest.java,final DetailAST expectedNumIntNode = expectedExprNode.getFirstChild();,if (expectedExprNode != null ) final DetailAST expectedNumIntNode = expectedExprNode.getFirstChild();
XdocsPagesTest.java,final String instanceName = instance.getClass().getSimpleName();,if (instance != null ) final String instanceName = instance.getClass().getSimpleName();
XdocsPagesTest.java,result = fieldClass.getSimpleName();,if (fieldClass != null ) result = fieldClass.getSimpleName();
XdocsPagesTest.java,result = fieldClass.getSimpleName();,if (fieldClass != null ) result = fieldClass.getSimpleName();
XdocsPagesTest.java,result = value.toString();,if (value != null ) result = value.toString();
XdocsPagesTest.java,newArray[index] = (Integer) iterator.next();,if (iterator != null ) newArray[index] = (Integer) iterator.next();
XdocsPagesTest.java,result = sb.toString();,if (sb != null ) result = sb.toString();
XdocsPagesTest.java,result = sb.toString();,if (sb != null ) result = sb.toString();
XdocsPagesTest.java,valuesStream = collection.stream();,if (collection != null ) valuesStream = collection.stream();
XdocsPagesTest.java,final Object next = iterator.next();,if (iterator != null ) final Object next = iterator.next();
SuppressWithNearbyCommentFilterTest.java,final IllegalArgumentException cause = (IllegalArgumentException) ex.getCause();,if (ex != null ) final IllegalArgumentException cause = (IllegalArgumentException) ex.getCause();
JavadocUtilTest.java,final int size = tags.size();,if (tags != null ) final int size = tags.size();
InputEqualsAvoidNullNested.java,c = in.read();,if (in != null ) c = in.read();
InputEqualsAvoidNullNested.java,c = in.read();,if (in != null ) c = in.read();
InputEqualsAvoidNullNested.java,String nm = in.toString();,if (in != null ) String nm = in.toString();
InputOneStatementPerLineMultiline.java,AutoCloseable i=new java.io.PipedReader();AutoCloseable k=new java.io.PipedReader(); // violation,if (violation != null ) AutoCloseable i=new java.io.PipedReader();AutoCloseable k=new java.io.PipedReader(); // violation
SimplifyBooleanReturnCheck.java,booleanReturnStatement = isBooleanLiteralType(value.getType());,if (isBooleanLiteralType(value != null ) booleanReturnStatement = isBooleanLiteralType(value.getType());
RightCurlyCheck.java,final DetailAST doWhileSemi = nextToken.getParent().getLastChild();,if (nextToken != null ) final DetailAST doWhileSemi = nextToken.getParent().getLastChild();
PackageObjectFactoryPowerTest.java,final ClassLoader classLoader = Thread.currentThread().getContextClassLoader();,if (Thread != null ) final ClassLoader classLoader = Thread.currentThread().getContextClassLoader();
PropertyCacheFilePowerTest.java,final String filePath = temporaryFolder.newFile().getPath();,if (temporaryFolder != null ) final String filePath = temporaryFolder.newFile().getPath();
PropertyCacheFilePowerTest.java,final String filePath = temporaryFolder.newFile().getPath();,if (temporaryFolder != null ) final String filePath = temporaryFolder.newFile().getPath();
PropertyCacheFilePowerTest.java,final File cacheFile = temporaryFolder.newFile();,if (temporaryFolder != null ) final File cacheFile = temporaryFolder.newFile();
PropertyCacheFilePowerTest.java,"final PropertyCacheFile cache = new PropertyCacheFile(config, cacheFile.getPath());","if (cacheFile != null ) final PropertyCacheFile cache = new PropertyCacheFile(config, cacheFile.getPath());"
PropertyCacheFilePowerTest.java,final File cacheFile = temporaryFolder.newFile();,if (temporaryFolder != null ) final File cacheFile = temporaryFolder.newFile();
PropertyCacheFilePowerTest.java,"final PropertyCacheFile cache = new PropertyCacheFile(config, cacheFile.getPath());","if (cacheFile != null ) final PropertyCacheFile cache = new PropertyCacheFile(config, cacheFile.getPath());"
ParameterAssignmentCheck.java,parameterNames = parameterNamesStack.pop();,if (parameterNamesStack != null ) parameterNames = parameterNamesStack.pop();
TrailingCommentCheck.java,final String comment = ast.getFirstChild().getText();,if (ast != null ) final String comment = ast.getFirstChild().getText();
TrailingCommentCheck.java,final String commentText = comment.trim();,if (comment != null ) final String commentText = comment.trim();
TrailingCommentCheck.java,legal = legalComment.matcher(commentText).find();,if (legalComment != null ) legal = legalComment.matcher(commentText).find();
TrailingCommentCheck.java,legal = legalComment.matcher(commentText).find();,if (legalComment != null ) legal = legalComment.matcher(commentText).find();
DefaultLoggerPowerTest.java,final String infoOutput = infoStream.toString();,if (infoStream != null ) final String infoOutput = infoStream.toString();
AbstractClassCouplingCheck.java,final String fullTypeName = CheckUtil.createFullType(ast).getText();,if (CheckUtil != null ) final String fullTypeName = CheckUtil.createFullType(ast).getText();
TestUtil.java,resultField = classField.get();,if (classField != null ) resultField = classField.get();
TestUtil.java,resultMethod = classMethod.get();,if (classMethod != null ) resultMethod = classMethod.get();
XmlMetaWriter.java,final TransformerFactory transformerFactory = TransformerFactory.newInstance();,if (TransformerFactory != null ) final TransformerFactory transformerFactory = TransformerFactory.newInstance();
XmlMetaWriter.java,final Transformer transformer = transformerFactory.newTransformer();,if (transformerFactory != null ) final Transformer transformer = transformerFactory.newTransformer();
JavadocMetadataScraperTest.java,moduleDetailsStore = JavadocMetadataScraper.getModuleDetailsStore();,if (JavadocMetadataScraper != null ) moduleDetailsStore = JavadocMetadataScraper.getModuleDetailsStore();
AbstractModuleTestSupport.java,final Configuration parsedConfig = testInputConfiguration.createConfiguration();,if (testInputConfiguration != null ) final Configuration parsedConfig = testInputConfiguration.createConfiguration();
AbstractModuleTestSupport.java,final Configuration parsedCheckConfig = checkTestInputConfiguration.createConfiguration();,if (checkTestInputConfiguration != null ) final Configuration parsedCheckConfig = checkTestInputConfiguration.createConfiguration();
AbstractModuleTestSupport.java,final Configuration parsedCheckConfig = checkModuleInputConfiguration.createConfiguration();,if (checkModuleInputConfiguration != null ) final Configuration parsedCheckConfig = checkModuleInputConfiguration.createConfiguration();
AbstractModuleTestSupport.java,final Configuration parsedConfig = moduleInputConfiguration.createConfiguration();,if (moduleInputConfiguration != null ) final Configuration parsedConfig = moduleInputConfiguration.createConfiguration();
AbstractModuleTestSupport.java,final Configuration parsedCheckConfig = checkTestInputConfiguration.createConfiguration();,if (checkTestInputConfiguration != null ) final Configuration parsedCheckConfig = checkTestInputConfiguration.createConfiguration();
AbstractModuleTestSupport.java,final Configuration parsedFilterConfig = filterTestInputConfiguration.createConfiguration();,if (filterTestInputConfiguration != null ) final Configuration parsedFilterConfig = filterTestInputConfiguration.createConfiguration();
AbstractModuleTestSupport.java,final Configuration parsedConfig = testInputConfiguration.createConfiguration();,if (testInputConfiguration != null ) final Configuration parsedConfig = testInputConfiguration.createConfiguration();
LeftCurlyCheck.java,brace = objBlock.getFirstChild();,if (objBlock != null ) brace = objBlock.getFirstChild();
AtclauseOrderCheck.java,result = parentNode.getType();,if (parentNode != null ) result = parentNode.getType();
AtclauseOrderCheck.java,result = parentNode.getParent().getType();,if (parentNode != null ) result = parentNode.getParent().getType();
RedundantModifierCheck.java,parentTypeDef = parentTypeDef.getParent();,if (parentTypeDef != null ) parentTypeDef = parentTypeDef.getParent();
ParseTreeTablePresentationTest.java,final Object root = new ParseTreeTablePresentation(tree).getRoot();,if (ParseTreeTablePresentation(tree) != null ) final Object root = new ParseTreeTablePresentation(tree).getRoot();
InputFinalLocalVariable.java,String x = obj.toString();,if (obj != null ) String x = obj.toString();
InputFinalLocalVariable.java,String x = obj.toString();,if (obj != null ) String x = obj.toString();
JavaAstVisitor.java,declaratorId = visit(ctx.id());,if (visit(ctx != null ) declaratorId = visit(ctx.id());
DetailAstImpl.java,lineNo = token.getLine();,if (token != null ) lineNo = token.getLine();
DetailAstImpl.java,lineNo = detailAst.getLineNo();,if (detailAst != null ) lineNo = detailAst.getLineNo();
DetailAstImpl.java,columnNo = detailAst.getColumnNo();,if (detailAst != null ) columnNo = detailAst.getColumnNo();
DetailAstImpl.java,hiddenAfter = detailAst.getHiddenAfter();,if (detailAst != null ) hiddenAfter = detailAst.getHiddenAfter();
DetailAstImpl.java,hiddenBefore = detailAst.getHiddenBefore();,if (detailAst != null ) hiddenBefore = detailAst.getHiddenBefore();
DetailAstImpl.java,instance = instance.getNextSibling();,if (instance != null ) instance = instance.getNextSibling();
DetailAstImpl.java,ast = ast.getNextSibling();,if (ast != null ) ast = ast.getNextSibling();
DetailAstImpl.java,child = child.getNextSibling();,if (child != null ) child = child.getNextSibling();
JavaParser.java,tokenBefore = tokenBefore.getHiddenBefore();,if (tokenBefore != null ) tokenBefore = tokenBefore.getHiddenBefore();
JavaParser.java,tokenAfter = tokenAfter.getHiddenAfter();,if (tokenAfter != null ) tokenAfter = tokenAfter.getHiddenAfter();
TokenUtil.java,final int value = entry.getValue();,if (entry != null ) final int value = entry.getValue();
TokenUtil.java,valueToNameArray[value] = entry.getKey();,if (entry != null ) valueToNameArray[value] = entry.getKey();
JavadocPropertiesGeneratorTest.java,final Throwable cause = ex.getCause().getCause();,if (ex != null ) final Throwable cause = ex.getCause().getCause();
AstRegressionTest.java,instance.laResults = laResults.clone();,if (laResults != null ) instance.laResults = laResults.clone();
AstRegressionTest.java,instance.laResults = laResults.clone();,if (laResults != null ) instance.laResults = laResults.clone();
IllegalCatchCheck.java,DetailAST currentNode = parentToken.getFirstChild();,if (parentToken != null ) DetailAST currentNode = parentToken.getFirstChild();
IllegalCatchCheck.java,currentNode = currentNode.getNextSibling();,if (currentNode != null ) currentNode = currentNode.getNextSibling();
InputOneStatementPerLineMultiline.java,AutoCloseable i=new java.io.PipedReader();AutoCloseable k=new java.io.PipedReader(); //violation,if (//violation != null ) AutoCloseable i=new java.io.PipedReader();AutoCloseable k=new java.io.PipedReader(); //violation
AbstractModuleTestSupport.java,final Configuration parsedConfig = inputConfiguration.createConfiguration();,if (inputConfiguration != null ) final Configuration parsedConfig = inputConfiguration.createConfiguration();
FullIdent.java,final DetailAST firstChild = ast.getFirstChild();,if (ast != null ) final DetailAST firstChild = ast.getFirstChild();
ArrayTypeStyleCheck.java,final DetailAST variableAST = typeAST.getNextSibling();,if (typeAST != null ) final DetailAST variableAST = typeAST.getNextSibling();
UncommentedMainCheck.java,checkPassed = isStringType(arrayDecl.get().getFirstChild());,if (isStringType(arrayDecl != null ) checkPassed = isStringType(arrayDecl.get().getFirstChild());
NoWhitespaceAfterCheck.java,final DetailAST sibling = ast.getNextSibling();,if (ast != null ) final DetailAST sibling = ast.getNextSibling();
NoWhitespaceAfterCheck.java,DetailAST firstChild = sibling.getFirstChild();,if (sibling != null ) DetailAST firstChild = sibling.getFirstChild();
NoWhitespaceAfterCheck.java,firstChild = firstChild.getFirstChild();,if (firstChild != null ) firstChild = firstChild.getFirstChild();
NoWhitespaceAfterCheck.java,final DetailAST firstChild = ast.getFirstChild();,if (ast != null ) final DetailAST firstChild = ast.getFirstChild();
NoWhitespaceAfterCheck.java,previousElement = getTypeLastNode(ast.getFirstChild());,if (getTypeLastNode(ast != null ) previousElement = getTypeLastNode(ast.getFirstChild());
NoWhitespaceAfterCheck.java,DetailAST parent = ast.getParent();,if (ast != null ) DetailAST parent = ast.getParent();
NoWhitespaceAfterCheck.java,parent = parent.getParent();,if (parent != null ) parent = parent.getParent();
NoWhitespaceAfterCheck.java,DetailAST typeAst = ast.getFirstChild();,if (ast != null ) DetailAST typeAst = ast.getFirstChild();
NoWhitespaceAfterCheck.java,typeAst = typeAst.getParent();,if (typeAst != null ) typeAst = typeAst.getParent();
NoWhitespaceAfterCheck.java,typeAst = typeAst.getFirstChild();,if (typeAst != null ) typeAst = typeAst.getFirstChild();
CommentsIndentationCheck.java,currentToken = currentToken.getParent();,if (currentToken != null ) currentToken = currentToken.getParent();
CommentsIndentationCheck.java,currentToken = currentToken.getNextSibling();,if (currentToken != null ) currentToken = currentToken.getNextSibling();
CommentsIndentationCheck.java,currentToken = currentToken.getFirstChild();,if (currentToken != null ) currentToken = currentToken.getFirstChild();
UnnecessaryParenthesesCheck.java,final DetailAST parent = ast.getParent();,if (ast != null ) final DetailAST parent = ast.getParent();
InputIllegalTypeSameFileName.java,InputIllegalTypeGregorianCalendar cal = AnObject.getInstance(); //WARNING,if (//WARNING != null ) InputIllegalTypeGregorianCalendar cal = AnObject.getInstance(); //WARNING
NoWhitespaceAfterCheck.java,previousElement = ast.getFirstChild();,if (ast != null ) previousElement = ast.getFirstChild();
NoWhitespaceAfterCheck.java,result = ast.getFirstChild();,if (ast != null ) result = ast.getFirstChild();
LineWrappingHandler.java,DetailAST node = firstLineNode.getParent();,if (firstLineNode != null ) DetailAST node = firstLineNode.getParent();
LineWrappingHandler.java,final DetailAST atNode = node.getFirstChild();,if (node != null ) final DetailAST atNode = node.getFirstChild();
LineWrappingHandler.java,node = node.getNextSibling();,if (node != null ) node = node.getNextSibling();
ExecutableStatementCountCheck.java,final DetailAST contextAST = context.getAST();,if (context != null ) final DetailAST contextAST = context.getAST();
ExecutableStatementCountCheck.java,DetailAST parent = ast.getParent();,if (ast != null ) DetailAST parent = ast.getParent();
ExecutableStatementCountCheck.java,int type = parent.getType();,if (parent != null ) int type = parent.getType();
ExecutableStatementCountCheck.java,parent = parent.getParent();,if (parent != null ) parent = parent.getParent();
ExecutableStatementCountCheck.java,type = parent.getType();,if (parent != null ) type = parent.getType();
InputNoWhitespaceAfterTestDefault.java,Object o = new java.lang.Object();,if (java != null ) Object o = new java.lang.Object();
AuditEvent.java,severityLevel = localizedMessage.getSeverityLevel();,if (localizedMessage != null ) severityLevel = localizedMessage.getSeverityLevel();
MainTest.java,final String localizedMessage = loadPropertiesMessage.getMessage();,if (loadPropertiesMessage != null ) final String localizedMessage = loadPropertiesMessage.getMessage();
AbstractCheckTest.java,final LocalizedMessage firstMessage = iterator.next();,if (iterator != null ) final LocalizedMessage firstMessage = iterator.next();
AbstractCheckTest.java,final LocalizedMessage secondMessage = iterator.next();,if (iterator != null ) final LocalizedMessage secondMessage = iterator.next();
AbstractCheckTest.java,final LocalizedMessage firstMessage = internalMessages.iterator().next();,if (internalMessages != null ) final LocalizedMessage firstMessage = internalMessages.iterator().next();
AbstractFileSetCheckTest.java,final LocalizedMessage message = internalMessages.iterator().next();,if (internalMessages != null ) final LocalizedMessage message = internalMessages.iterator().next();
AbstractFileSetCheckTest.java,final LocalizedMessage message = dispatcher.errorList.iterator().next();,if (dispatcher != null ) final LocalizedMessage message = dispatcher.errorList.iterator().next();
OrderedPropertiesCheckTest.java,final LocalizedMessage message = messages.iterator().next();,if (messages != null ) final LocalizedMessage message = messages.iterator().next();
UniquePropertiesCheckTest.java,final LocalizedMessage message = messages.iterator().next();,if (messages != null ) final LocalizedMessage message = messages.iterator().next();
ParameterNameCheck.java,final DetailAST params = ast.getParent();,if (ast != null ) final DetailAST params = ast.getParent();
ParameterNameCheck.java,final DetailAST meth = params.getParent();,if (params != null ) final DetailAST meth = params.getParent();
CheckUtilTest.java,final String actualExceptionMsg = exc.getMessage();,if (exc != null ) final String actualExceptionMsg = exc.getMessage();
CheckUtilTest.java,final DetailAST methodWithReceiverParameter = objBlock.getLastChild().getPreviousSibling();,if (objBlock != null ) final DetailAST methodWithReceiverParameter = objBlock.getLastChild().getPreviousSibling();
TrailingCommentCheck.java,commentText = commentText.trim();,if (commentText != null ) commentText = commentText.trim();
JavadocMethodCheck.java,DetailAST toVisit = curNode.getFirstChild();,if (curNode != null ) DetailAST toVisit = curNode.getFirstChild();
JavadocMethodCheck.java,toVisit = curNode.getNextSibling();,if (curNode != null ) toVisit = curNode.getNextSibling();
RightCurlyCheck.java,final DetailAST doWhileSemi = nextToken.getParent().getLastChild();,if (nextToken != null ) final DetailAST doWhileSemi = nextToken.getParent().getLastChild();
CommonUtilTest.java,final DetailAST contentCommentBlock = testCommentBlock.getFirstChild();,if (testCommentBlock != null ) final DetailAST contentCommentBlock = testCommentBlock.getFirstChild();
CommonUtilTest.java,final DetailAST endCommentBlock = contentCommentBlock.getNextSibling();,if (contentCommentBlock != null ) final DetailAST endCommentBlock = contentCommentBlock.getNextSibling();
JavadocTagContinuationIndentationCheck.java,final String text = textNode.getText();,if (textNode != null ) final String text = textNode.getText();
DetailAstImpl.java,lineNo = tok.getLine();,if (tok != null ) lineNo = tok.getLine();
NoEnumTrailingCommaCheck.java,final DetailAST nextSibling = detailAST.getNextSibling();,if (detailAST != null ) final DetailAST nextSibling = detailAST.getNextSibling();
NoEnumTrailingCommaCheck.java,final DetailAST nextToNextSibling = nextSibling.getNextSibling();,if (nextSibling != null ) final DetailAST nextToNextSibling = nextSibling.getNextSibling();
SuppressWarningsHolder.java,final int firstLine = targetAST.getLineNo();,if (targetAST != null ) final int firstLine = targetAST.getLineNo();
SuppressWarningsHolder.java,final int firstColumn = targetAST.getColumnNo();,if (targetAST != null ) final int firstColumn = targetAST.getColumnNo();
SuppressWarningsHolder.java,final DetailAST nextAST = targetAST.getNextSibling();,if (targetAST != null ) final DetailAST nextAST = targetAST.getNextSibling();
SuppressWarningsHolder.java,lastLine = nextAST.getLineNo();,if (nextAST != null ) lastLine = nextAST.getLineNo();
SuppressWarningsHolder.java,targetAST = parentAST.getParent();,if (parentAST != null ) targetAST = parentAST.getParent();
JavadocMetadataScraper.java,propertyDefaultValueTag = propertyDefaultValueTagNode.get();,if (propertyDefaultValueTagNode != null ) propertyDefaultValueTag = propertyDefaultValueTagNode.get();
JavadocMetadataScraper.java,result = parentNode.getParent().getParent();,if (parentNode != null ) result = parentNode.getParent().getParent();
JavadocMetadataScraper.java,result = parentNode.getParent();,if (parentNode != null ) result = parentNode.getParent();
JavadocMetadataScraper.java,result = getTextFromTag(childNode.get());,if (getTextFromTag(childNode != null ) result = getTextFromTag(childNode.get());
XmlMetaReader.java,final DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();,if (DocumentBuilderFactory != null ) final DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
