Filename,Buggy/Deleted,Fixed/Added
FlexyPoolDataSource.java,this.targetDataSource = configuration.getPoolAdapter().getTargetDataSource();,if (configuration != null ) this.targetDataSource = configuration.getPoolAdapter().getTargetDataSource();
FlexyPoolDataSource.java,this.metrics = configuration.getMetrics();,if (configuration != null ) this.metrics = configuration.getMetrics();
FlexyPoolDataSource.java,long startNanos = System.nanoTime();,if (System != null ) long startNanos = System.nanoTime();
FlexyPoolDataSource.java,long endNanos = System.nanoTime();,if (System != null ) long endNanos = System.nanoTime();
AbstractPoolAdapter.java,this.targetDataSource = configurationProperties.getTargetDataSource();,if (configurationProperties != null ) this.targetDataSource = configurationProperties.getTargetDataSource();
AbstractPoolAdapter.java,Credentials credentials = requestContext.getCredentials();,if (requestContext != null ) Credentials credentials = requestContext.getCredentials();
AbstractPoolAdapter.java,long startNanos = System.nanoTime();,if (System != null ) long startNanos = System.nanoTime();
AbstractPoolAdapter.java,long endNanos = System.nanoTime();,if (System != null ) long endNanos = System.nanoTime();
AbstractConnectionAcquiringStrategy.java,this.connectionFactory = configurationProperties.getPoolAdapter();,if (configurationProperties != null ) this.connectionFactory = configurationProperties.getPoolAdapter();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,poolAdapter = configurationProperties.getPoolAdapter();,if (configurationProperties != null ) poolAdapter = configurationProperties.getPoolAdapter();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,int expectingMaxSize = poolAdapter.getMaxPoolSize();,if (poolAdapter != null ) int expectingMaxSize = poolAdapter.getMaxPoolSize();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,int currentMaxSize = poolAdapter.getMaxPoolSize();,if (poolAdapter != null ) int currentMaxSize = poolAdapter.getMaxPoolSize();
RetryConnectionAcquiringStrategy.java,int attemptedRetries = requestContext.getRetryAttempts();,if (requestContext != null ) int attemptedRetries = requestContext.getRetryAttempts();
FlexyPoolDataSourceTest.java,Credentials credentials = connectionRequestContextArgumentCaptor.getValue().getCredentials();,if (connectionRequestContextArgumentCaptor != null ) Credentials credentials = connectionRequestContextArgumentCaptor.getValue().getCredentials();
AbstractPoolAdapterTest.java,ConnectionRequestContext connectionRequestContext = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) ConnectionRequestContext connectionRequestContext = new ConnectionRequestContext.Builder().build();
AbstractPoolAdapterTest.java,ConnectionRequestContext connectionRequestContext = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) ConnectionRequestContext connectionRequestContext = new ConnectionRequestContext.Builder().build();
AbstractPoolAdapterTest.java,ConnectionRequestContext connectionRequestContext = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) ConnectionRequestContext connectionRequestContext = new ConnectionRequestContext.Builder().build();
CodahaleTimerTest.java,timer = new com.codahale.metrics.Timer();,if (com != null ) timer = new com.codahale.metrics.Timer();
IncrementPoolOnTimeoutConnectionAcquiringStrategyTest.java,connectionRequestContext = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) connectionRequestContext = new ConnectionRequestContext.Builder().build();
RetryConnectionAcquiringStrategyTest.java,connectionRequestContext = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) connectionRequestContext = new ConnectionRequestContext.Builder().build();
AbstractConnectionAcquiringStrategy.java,this.connectionFactory = configuration.getPoolAdapter();,if (configuration != null ) this.connectionFactory = configuration.getPoolAdapter();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,poolAdapter = configuration.getPoolAdapter();,if (configuration != null ) poolAdapter = configuration.getPoolAdapter();
AbstractPoolAdapter.java,this.targetDataSource = configuration.getTargetDataSource();,if (configuration != null ) this.targetDataSource = configuration.getTargetDataSource();
FlexyPoolDataSource.java,long startNanos = System.nanoTime();,if (System != null ) long startNanos = System.nanoTime();
FlexyPoolDataSource.java,long endNanos = System.nanoTime();,if (System != null ) long endNanos = System.nanoTime();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,poolAdapter = configuration.getPoolAdapter();,if (configuration != null ) poolAdapter = configuration.getPoolAdapter();
FlexyPoolDataSource.java,this.targetDataSource = context.getPoolAdapter().getTargetDataSource();,if (context != null ) this.targetDataSource = context.getPoolAdapter().getTargetDataSource();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,poolAdapter = context.getPoolAdapter();,if (context != null ) poolAdapter = context.getPoolAdapter();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,poolAdapter = context.getPoolAdapter();,if (context != null ) poolAdapter = context.getPoolAdapter();
FlexyPoolDataSource.java,this.dataSource = connectionAcquiringStrategy.getPoolAdapter().getDataSource();,if (connectionAcquiringStrategy != null ) this.dataSource = connectionAcquiringStrategy.getPoolAdapter().getDataSource();
AbstractPoolAdapter.java,Credentials credentials = context.getCredentials();,if (context != null ) Credentials credentials = context.getCredentials();
AbstractConnectionAcquiringStrategy.java,this.poolAdapter = connectionAcquiringStrategy.getPoolAdapter();,if (connectionAcquiringStrategy != null ) this.poolAdapter = connectionAcquiringStrategy.getPoolAdapter();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,int expectingMaxSize = getPoolAdapter().getMaxPoolSize();,if (getPoolAdapter() != null ) int expectingMaxSize = getPoolAdapter().getMaxPoolSize();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,int currentMaxSize = getPoolAdapter().getMaxPoolSize();,if (getPoolAdapter() != null ) int currentMaxSize = getPoolAdapter().getMaxPoolSize();
RetryConnectionAcquiringStrategy.java,int attemptedRetries = context.getRetryAttempts();,if (context != null ) int attemptedRetries = context.getRetryAttempts();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,maxSize = getPoolAdapter().getMaxPoolSize();,if (getPoolAdapter() != null ) maxSize = getPoolAdapter().getMaxPoolSize();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,minSize = getPoolAdapter().getMinPoolSize();,if (getPoolAdapter() != null ) minSize = getPoolAdapter().getMinPoolSize();
IncrementPoolOnTimeoutConnectionAcquiringStrategy.java,int previousMaxSize = getPoolAdapter().getMaxPoolSize();,if (getPoolAdapter() != null ) int previousMaxSize = getPoolAdapter().getMaxPoolSize();
AbstractPoolAdapterTest.java,connectionRequestContext = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) connectionRequestContext = new ConnectionRequestContext.Builder().build();
AbstractPoolAdapterTest.java,context = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) context = new ConnectionRequestContext.Builder().build();
IncrementPoolOnTimeoutConnectionAcquiringStrategyTest.java,ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();
IncrementPoolOnTimeoutConnectionAcquiringStrategyTest.java,ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();
IncrementPoolOnTimeoutConnectionAcquiringStrategyTest.java,ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();
RetryConnectionAcquiringStrategyTest.java,ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();
RetryConnectionAcquiringStrategyTest.java,ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();
RetryConnectionAcquiringStrategyTest.java,ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();,if (ConnectionRequestContext != null ) ConnectionRequestContext context = new ConnectionRequestContext.Builder().build();
