Filename,Buggy/Deleted,Fixed/Added
Shopping.java,TextTerminal terminal = textIO.getTextTerminal();,if (textIO != null ) TextTerminal terminal = textIO.getTextTerminal();
Shopping.java,TerminalProperties props = terminal.getProperties();,if (terminal != null ) TerminalProperties props = terminal.getProperties();
AbstractDataServer.java,TextTerminalData data = dataApi.getTextTerminalData();,if (dataApi != null ) TextTerminalData data = dataApi.getTextTerminalData();
RatpackTextIoApp.java,terminal = termTemplate.createCopy();,if (termTemplate != null ) terminal = termTemplate.createCopy();
SparkTextIoApp.java,terminal = termTemplate.createCopy();,if (termTemplate != null ) terminal = termTemplate.createCopy();
RatpackDataServer.java,Request request = ctx.getRequest();,if (ctx != null ) Request request = ctx.getRequest();
RatpackDataServer.java,Path path = Paths.get(res.toURI());,if (Paths != null ) Path path = Paths.get(res.toURI());
WebTextIoExecutor.java,SparkDataServer server = app.getServer();,if (app != null ) SparkDataServer server = app.getServer();
SparkDataServer.java,TextTerminalData data = dataApi.getTextTerminalData();,if (dataApi != null ) TextTerminalData data = dataApi.getTextTerminalData();
SparkTextIoApp.java,terminal = termTemplate.createCopy();,if (termTemplate != null ) terminal = termTemplate.createCopy();
SwingTextTerminal.java,Field field = Color.class.getField(colorName.toLowerCase());,if (Color != null ) Field field = Color.class.getField(colorName.toLowerCase());
TextTerminalData.java,int size = settings.size();,if (settings != null ) int size = settings.size();
TextTerminal.java,val = val.trim();,if (val != null ) val = val.trim();
TextTerminal.java,newVal = Integer.parseInt(change.getValueAdded());,if (Integer != null ) newVal = Integer.parseInt(change.getValueAdded());
TextTerminal.java,newVal = Long.parseLong(change.getValueAdded());,if (Long != null ) newVal = Long.parseLong(change.getValueAdded());
TextTerminal.java,newVal = Double.parseDouble(change.getValueAdded());,if (Double != null ) newVal = Double.parseDouble(change.getValueAdded());
TextTerminal.java,boolean newVal = Boolean.parseBoolean(change.getValueAdded());,if (Boolean != null ) boolean newVal = Boolean.parseBoolean(change.getValueAdded());
SwingTextTerminal.java,int caretPosition = textArea.getCaretPosition();,if (textArea != null ) int caretPosition = textArea.getCaretPosition();
SwingTextTerminal.java,input = unmaskedContent.substring(extendedPrompt.length());,if (unmaskedContent != null ) input = unmaskedContent.substring(extendedPrompt.length());
SwingTextTerminal.java,int maskedLen = unmaskedContent.length() - extendedPrompt.length();,if (extendedPrompt != null ) int maskedLen = unmaskedContent.length() - extendedPrompt.length();
SwingTextTerminal.java,extendedPrompt = textArea.getText();,if (textArea != null ) extendedPrompt = textArea.getText();
JLineTextTerminal.java,prefix = prefix + e.getPartialLine();,if (e != null ) prefix = prefix + e.getPartialLine();
TextIoDemo.java,TextIO textIO = TextIoFactory.getTextIO();,if (TextIoFactory != null ) TextIO textIO = TextIoFactory.getTextIO();
TextIoDemo.java,TextTerminal terminal = textIO.getTextTerminal();,if (textIO != null ) TextTerminal terminal = textIO.getTextTerminal();
WebTextIoDemo.java,SparkDataServer server = app.getServer();,if (app != null ) SparkDataServer server = app.getServer();
TextIoDemo.java,TextTerminal terminal = textIO.getTextTerminal();,if (textIO != null ) TextTerminal terminal = textIO.getTextTerminal();
TextIoFactory.java,TextTerminal terminal = new ConsoleTextTerminalProvider().getTextTerminal();,if (ConsoleTextTerminalProvider() != null ) TextTerminal terminal = new ConsoleTextTerminalProvider().getTextTerminal();
InputReader.java,List<String> errMessages = result.getErrorMessages();,if (result != null ) List<String> errMessages = result.getErrorMessages();
FactoryDemo.java,TextIO textIO = TextIoFactory.get();,if (TextIoFactory != null ) TextIO textIO = TextIoFactory.get();
