Filename,Buggy/Deleted,Fixed/Added
JPQLQueryTransform.java,CaseWhenExpression.ConditionResult c = new CaseWhenExpression.ConditionResult();,if (CaseWhenExpression != null ) CaseWhenExpression.ConditionResult c = new CaseWhenExpression.ConditionResult();
JPQLQueryTransform.java,Expression expr = col.getOnlyColumn();,if (col != null ) Expression expr = col.getOnlyColumn();
JoinFetchTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
JoinTransform.java,Expression expr = sfw.cols.getOnlyColumn();,if (sfw != null ) Expression expr = sfw.cols.getOnlyColumn();
JoinTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
LambdaAnalysis.java,Method[] classMethods = lambdaClass.getDeclaredMethods();,if (lambdaClass != null ) Method[] classMethods = lambdaClass.getDeclaredMethods();
LambdaAnalysis.java,this.numCapturedArgs = indirectCapturedArgs.size();,if (indirectCapturedArgs != null ) this.numCapturedArgs = indirectCapturedArgs.size();
LambdaParameterArgumentHandler.java,numLambdaCapturedArgs = lambda.getNumCapturedArgs();,if (lambda != null ) numLambdaCapturedArgs = lambda.getNumCapturedArgs();
LambdaParameterArgumentHandler.java,numLambdaArgs = lambda.getNumLambdaArgs();,if (lambda != null ) numLambdaArgs = lambda.getNumLambdaArgs();
LambdaParameterArgumentHandler.java,int parentArgIndex = paramArg.getIndex();,if (paramArg != null ) int parentArgIndex = paramArg.getIndex();
LambdaParameterArgumentHandler.java,int parentArgIndex = paramArg.getIndex();,if (paramArg != null ) int parentArgIndex = paramArg.getIndex();
LambdaParameterArgumentHandler.java,int parentArgIndex = paramArg.getIndex();,if (paramArg != null ) int parentArgIndex = paramArg.getIndex();
LimitSkipTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
MetamodelUtil.java,Member javaMember = singularAttrib.getJavaMember();,if (singularAttrib != null ) Member javaMember = singularAttrib.getJavaMember();
MetamodelUtil.java,String name = javaMember.getName();,if (javaMember != null ) String name = javaMember.getName();
MetamodelUtil.java,name = singularAttrib.getName();,if (singularAttrib != null ) name = singularAttrib.getName();
MetamodelUtil.java,String declaredClassName = Type.getInternalName(javaMember.getDeclaringClass());,if (Type != null ) String declaredClassName = Type.getInternalName(javaMember.getDeclaringClass());
MetamodelUtil.java,String entityClassName = Type.getInternalName(entity.getJavaType());,if (Type != null ) String entityClassName = Type.getInternalName(entity.getJavaType());
MetamodelUtil.java,EmbeddableType embed = (EmbeddableType)singularAttrib.getType();,if ((EmbeddableType)singularAttrib != null ) EmbeddableType embed = (EmbeddableType)singularAttrib.getType();
MetamodelUtil.java,Member javaMember = pluralAttrib.getJavaMember();,if (pluralAttrib != null ) Member javaMember = pluralAttrib.getJavaMember();
MetamodelUtil.java,String name = javaMember.getName();,if (javaMember != null ) String name = javaMember.getName();
MetamodelUtil.java,String declaredClassName = Type.getInternalName(javaMember.getDeclaringClass());,if (Type != null ) String declaredClassName = Type.getInternalName(javaMember.getDeclaringClass());
MetamodelUtil.java,String entityClassName = Type.getInternalName(entity.getJavaType());,if (Type != null ) String entityClassName = Type.getInternalName(entity.getJavaType());
MetamodelUtil.java,String className = Type.getInternalName(entity.getJavaType());,if (Type != null ) String className = Type.getInternalName(entity.getJavaType());
MultiAggregateTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
OuterJoinOnTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
OuterJoinTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
SortingTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
SortingTransform.java,SelectFromWhere.SortingParameters sort = new SelectFromWhere.SortingParameters();,if (SelectFromWhere != null ) SelectFromWhere.SortingParameters sort = new SelectFromWhere.SortingParameters();
SortingTransform.java,sort.expr = returnExpr.getOnlyColumn();,if (returnExpr != null ) sort.expr = returnExpr.getOnlyColumn();
SymbExToColumns.java,int index = val.getIndex();,if (val != null ) int index = val.getIndex();
SymbExToColumns.java,Type toType = castedVal.getType();,if (castedVal != null ) Type toType = castedVal.getType();
SymbExToColumns.java,Type fromType = castedVal.operand.getType();,if (castedVal != null ) Type fromType = castedVal.operand.getType();
SymbExToColumns.java,MethodSignature sig = methodCall.getSignature();,if (methodCall != null ) MethodSignature sig = methodCall.getSignature();
SymbExToColumns.java,MethodSignature sig = methodCall.getSignature();,if (methodCall != null ) MethodSignature sig = methodCall.getSignature();
SymbExToColumns.java,MethodSignature sig = methodCall.getSignature();,if (methodCall != null ) MethodSignature sig = methodCall.getSignature();
SymbExToColumns.java,MethodSignature sig = methodCall.getSignature();,if (methodCall != null ) MethodSignature sig = methodCall.getSignature();
SymbExToColumns.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
SymbExToColumns.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
SymbExToColumns.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
SymbExToSubQuery.java,int index = val.getIndex();,if (val != null ) int index = val.getIndex();
SymbExToSubQuery.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
SymbExToSubQuery.java,String entityName = config.metamodel.entityNameFromClassName(type.getClassName());,if (config != null ) String entityName = config.metamodel.entityNameFromClassName(type.getClassName());
SymbExToSubQuery.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
SymbExToSubQuery.java,Expression expr = nLinkBase.getOnlyColumn();,if (nLinkBase != null ) Expression expr = nLinkBase.getOnlyColumn();
SymbExToSubQuery.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
SampleDbCreator.java,EntityManager em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) EntityManager em = entityManagerFactory.createEntityManager();
SampleMain.java,em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) em = entityManagerFactory.createEntityManager();
ScalaTupleRowReader.java,sum += subreaders[n].getNumColumns();,if (subreaders[n] != null ) sum += subreaders[n].getNumColumns();
ScalaTupleRowReader.java,offset += subreaders[n].getNumColumns();,if (subreaders[n] != null ) offset += subreaders[n].getNumColumns();
ScalaTupleRowReader.java,offset += subreaders[n].getNumColumns();,if (subreaders[n] != null ) offset += subreaders[n].getNumColumns();
ScalaLambdaInfo.java,className = lambdaObject.getClass().getName();,if (lambdaObject != null ) className = lambdaObject.getClass().getName();
ScalaMetamodelUtil.java,Set<MethodSignature> superSafeMethods = super.getSafeMethods();,if (super != null ) Set<MethodSignature> superSafeMethods = super.getSafeMethods();
ScalaMetamodelUtil.java,Set<MethodSignature> superSafeStaticMethods = super.getSafeStaticMethods();,if (super != null ) Set<MethodSignature> superSafeStaticMethods = super.getSafeStaticMethods();
ScalaSymbExToColumns.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
ScalaSymbExToColumns.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
ScalaSymbExToSubQuery.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
CreateJpaDb.java,Calendar cal = Calendar.getInstance();,if (Calendar != null ) Calendar cal = Calendar.getInstance();
SampleDbCreator.java,EntityManager em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) EntityManager em = entityManagerFactory.createEntityManager();
JinqJPATypesTest.java,List<String> results = customers.toList();,if (customers != null ) List<String> results = customers.toList();
JinqJPATypesTest.java,Calendar val = Calendar.getInstance();,if (Calendar != null ) Calendar val = Calendar.getInstance();
JinqJPATypesTest.java,List<String> results = customers.toList();,if (customers != null ) List<String> results = customers.toList();
JinqJPATypesTest.java,Calendar val = Calendar.getInstance();,if (Calendar != null ) Calendar val = Calendar.getInstance();
JinqJPASelectTest.java,List<String> results = customers.toList();,if (customers != null ) List<String> results = customers.toList();
JinqJPASelectTest.java,List<Integer> results = customers.toList();,if (customers != null ) List<Integer> results = customers.toList();
JinqJPASelectTest.java,List<Integer> results = customers.toList();,if (customers != null ) List<Integer> results = customers.toList();
JinqJPASelectTest.java,List<Customer> results = customers.toList();,if (customers != null ) List<Customer> results = customers.toList();
SelectTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
SelectTransform.java,SelectOnly<U> toReturn = (SelectOnly<U>)sfw.shallowCopy();,if ((SelectOnly<U>)sfw != null ) SelectOnly<U> toReturn = (SelectOnly<U>)sfw.shallowCopy();
WhereTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
WhereTransform.java,Expression expr = col.getOnlyColumn();,if (col != null ) Expression expr = col.getOnlyColumn();
JinqJPASelectTest.java,List<String> results = customers.toList();,if (customers != null ) List<String> results = customers.toList();
JinqJPASelectTest.java,List<Integer> results = customers.toList();,if (customers != null ) List<Integer> results = customers.toList();
JinqJPASelectTest.java,List<Integer> results = customers.toList();,if (customers != null ) List<Integer> results = customers.toList();
JinqJPASelectTest.java,List<Customer> results = customers.toList();,if (customers != null ) List<Customer> results = customers.toList();
HibernateQueryComposer.java,final String queryString = query.getQueryString();,if (query != null ) final String queryString = query.getQueryString();
HibernateQueryComposer.java,final String queryString = query.getQueryString();,if (query != null ) final String queryString = query.getQueryString();
HibernateQueryComposer.java,totalRead += results.size();,if (results != null ) totalRead += results.size();
HibernateQueryComposer.java,resultIterator = results.iterator();,if (results != null ) resultIterator = results.iterator();
HibernateQueryComposer.java,resultIterator = results.iterator();,if (results != null ) resultIterator = results.iterator();
HibernateQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
HibernateQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
HibernateQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
HibernateQueryComposer.java,lambdaSources[n] = lambdaInfos[n].getLambdaSourceString();,if (lambdaInfos[n] != null ) lambdaSources[n] = lambdaInfos[n].getLambdaSourceString();
HibernateQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
HibernateQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
HibernateQueryComposer.java,transformationConfig = jpqlQueryTransformConfigurationFactory.createConfig();,if (jpqlQueryTransformConfigurationFactory != null ) transformationConfig = jpqlQueryTransformConfigurationFactory.createConfig();
JPAJinqStreamWrapper.java,Set<T> merged = collect(Collectors.toSet());,if (collect(Collectors != null ) Set<T> merged = collect(Collectors.toSet());
JPAJinqStreamWrapper.java,Set<T> saved = collect(Collectors.toSet());,if (collect(Collectors != null ) Set<T> saved = collect(Collectors.toSet());
JinqJPATest.java,List<Customer> customerList = customers.toList();,if (customers != null ) List<Customer> customerList = customers.toList();
JPAJinqStreamWrapper.java,Set<T> merged = collect(Collectors.toSet());,if (collect(Collectors != null ) Set<T> merged = collect(Collectors.toSet());
JPAJinqStreamWrapper.java,Set<T> saved = collect(Collectors.toSet());,if (collect(Collectors != null ) Set<T> saved = collect(Collectors.toSet());
JPAQueryComposer.java,final String queryString = query.getQueryString();,if (query != null ) final String queryString = query.getQueryString();
JPAQueryComposer.java,final String queryString = query.getQueryString();,if (query != null ) final String queryString = query.getQueryString();
JPAQueryComposer.java,totalRead += results.size();,if (results != null ) totalRead += results.size();
JPAQueryComposer.java,resultIterator = results.iterator();,if (results != null ) resultIterator = results.iterator();
JPAQueryComposer.java,resultIterator = results.iterator();,if (results != null ) resultIterator = results.iterator();
JPAQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
JPAQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
JPAQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
JPAQueryComposer.java,lambdaSources[n] = lambdaInfos[n].getLambdaSourceString();,if (lambdaInfos[n] != null ) lambdaSources[n] = lambdaInfos[n].getLambdaSourceString();
JPAQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
JPAQueryComposer.java,cachedQuery = Optional.empty();,if (Optional != null ) cachedQuery = Optional.empty();
JPAQueryComposer.java,transformationConfig = jpqlQueryTransformConfigurationFactory.createConfig();,if (jpqlQueryTransformConfigurationFactory != null ) transformationConfig = jpqlQueryTransformConfigurationFactory.createConfig();
JinqJPATest.java,List<Customer> customerList = customers.toList();,if (customers != null ) List<Customer> customerList = customers.toList();
AggregateTransform.java,aggregatedExpr = select.cols.getOnlyColumn();,if (select != null ) aggregatedExpr = select.cols.getOnlyColumn();
AggregateTransform.java,SelectOnly<U> toReturn = (SelectOnly<U>)select.shallowCopy();,if ((SelectOnly<U>)select != null ) SelectOnly<U> toReturn = (SelectOnly<U>)select.shallowCopy();
JPQLQueryTransform.java,Expression expr = col.getOnlyColumn();,if (col != null ) Expression expr = col.getOnlyColumn();
WhereTransform.java,Expression returnExpr = returnColumns.getOnlyColumn();,if (returnColumns != null ) Expression returnExpr = returnColumns.getOnlyColumn();
MetamodelUtil.java,Member javaMember = singularAttrib.getJavaMember();,if (singularAttrib != null ) Member javaMember = singularAttrib.getJavaMember();
MetamodelUtil.java,String name = javaMember.getName();,if (javaMember != null ) String name = javaMember.getName();
MetamodelUtil.java,Member javaMember = pluralAttrib.getJavaMember();,if (pluralAttrib != null ) Member javaMember = pluralAttrib.getJavaMember();
MetamodelUtil.java,String name = javaMember.getName();,if (javaMember != null ) String name = javaMember.getName();
JPAQueryComposer.java,JPQLQueryTransformConfiguration toReturn = jpqlQueryTransformConfigurationFactory.createConfig();,if (jpqlQueryTransformConfigurationFactory != null ) JPQLQueryTransformConfiguration toReturn = jpqlQueryTransformConfigurationFactory.createConfig();
LambdaAnalysis.java,Method[] classMethods = lambdaObject.getClass().getDeclaredMethods();,if (lambdaObject != null ) Method[] classMethods = lambdaObject.getClass().getDeclaredMethods();
JinqJPAScalaStream.java,Long count = queryComposer.count();,if (queryComposer != null ) Long count = queryComposer.count();
JinqJPAScalaStream.java,JPAQueryComposer<T> newComposer = queryComposer.distinct();,if (queryComposer != null ) JPAQueryComposer<T> newComposer = queryComposer.distinct();
JinqJPAScalaStreamProvider.java,JPQLQuery<U> query = (JPQLQuery<U>)cachedQuery.get();,if ((JPQLQuery<U>)cachedQuery != null ) JPQLQuery<U> query = (JPQLQuery<U>)cachedQuery.get();
LambdaAnalysis.java,Method[] classMethods = lambdaObject.getClass().getMethods();,if (lambdaObject != null ) Method[] classMethods = lambdaObject.getClass().getMethods();
ScalaJoinTransform.java,Expression expr = sfw.cols.getOnlyColumn();,if (sfw != null ) Expression expr = sfw.cols.getOnlyColumn();
ScalaJoinTransform.java,SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();,if ((SelectFromWhere<U>)sfw != null ) SelectFromWhere<U> toReturn = (SelectFromWhere<U>)sfw.shallowCopy();
SymbExToSubQuery.java,String entityName = config.metamodel.entityNameFromClassName(type.getClassName());,if (config != null ) String entityName = config.metamodel.entityNameFromClassName(type.getClassName());
SymbExToSubQuery.java,String entityName = metamodel.entityNameFromClassName(type.getClassName());,if (metamodel != null ) String entityName = metamodel.entityNameFromClassName(type.getClassName());
JinqJPATestBase.java,EntityManager em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) EntityManager em = entityManagerFactory.createEntityManager();
JinqJPATestBase.java,em = entityManagerFactory.createEntityManager();,if (entityManagerFactory != null ) em = entityManagerFactory.createEntityManager();
LambdaInfo.java,this.numCapturedArgs = indirectCapturedArgs.size();,if (indirectCapturedArgs != null ) this.numCapturedArgs = indirectCapturedArgs.size();
LazyIterator.java,realIterator = parent.data.iterator();,if (parent != null ) realIterator = parent.data.iterator();
LazyIterator.java,realIterator = parent.data.iterator();,if (parent != null ) realIterator = parent.data.iterator();
LazyIterator.java,realIterator = parent.data.iterator();,if (parent != null ) realIterator = parent.data.iterator();
LazySet.java,LazySet<T> copy = (LazySet<T>)super.clone();,if ((LazySet<T>)super != null ) LazySet<T> copy = (LazySet<T>)super.clone();
LazySet.java,copy.data = (VectorSet<T>)data.clone();,if ((VectorSet<T>)data != null ) copy.data = (VectorSet<T>)data.clone();
LazySet.java,listener.data = (VectorSet<T>)data.clone();,if ((VectorSet<T>)data != null ) listener.data = (VectorSet<T>)data.clone();
QueryList.java,QueryList<T> copy = (QueryList<T>)super.clone();,if ((QueryList<T>)super != null ) QueryList<T> copy = (QueryList<T>)super.clone();
QueryList.java,QueryComposerWithLists<T> newComposer = (QueryComposerWithLists<T>)queryComposer.distinct();,if ((QueryComposerWithLists<T>)queryComposer != null ) QueryComposerWithLists<T> newComposer = (QueryComposerWithLists<T>)queryComposer.distinct();
VectorSet.java,VectorSet<T> copy = (VectorSet<T>)super.clone();,if ((VectorSet<T>)super != null ) VectorSet<T> copy = (VectorSet<T>)super.clone();
EntityGenerator.java,packageName = packageName.trim();,if (packageName != null ) packageName = packageName.trim();
EntityGenerator.java,DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();,if (DocumentBuilderFactory != null ) DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
EntityGenerator.java,TransformerFactory transformerFactory = TransformerFactory.newInstance();,if (TransformerFactory != null ) TransformerFactory transformerFactory = TransformerFactory.newInstance();
EntityGenerator.java,DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();,if (DocumentBuilderFactory != null ) DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
EntityGenerator.java,TransformerFactory transformerFactory = TransformerFactory.newInstance();,if (TransformerFactory != null ) TransformerFactory transformerFactory = TransformerFactory.newInstance();
EntityGenerator.java,Map.Entry e = (Map.Entry)it.next();,if ((Map != null ) Map.Entry e = (Map.Entry)it.next();
QueryStringWithParameters.java,int hash = query.hashCode();,if (query != null ) int hash = query.hashCode();
SelectFromWhere.java,multiplier *= TableLetters.length();,if (TableLetters != null ) multiplier *= TableLetters.length();
SelectFromWhere.java,int columnNumber = selection.size() + grouping.size();,if (grouping != null ) int columnNumber = selection.size() + grouping.size();
SelectFromWhere.java,int columnNumber = selection.size() + grouping.size();,if (grouping != null ) int columnNumber = selection.size() + grouping.size();
SelectFromWhere.java,int columnNumber = selection.size() + grouping.size();,if (grouping != null ) int columnNumber = selection.size() + grouping.size();
SelectFromWhere.java,int columnNumber = selection.size() + grouping.size();,if (grouping != null ) int columnNumber = selection.size() + grouping.size();
SelectFromWhere.java,sql += whereClauses.get(n).getQuery();,if (whereClauses != null ) sql += whereClauses.get(n).getQuery();
SelectFromWhere.java,sql += select.column.getQuery();,if (select != null ) sql += select.column.getQuery();
SelectFromWhere.java,sql += havingClauses.get(n).getQuery();,if (havingClauses != null ) sql += havingClauses.get(n).getQuery();
SelectFromWhere.java,sql += ordering.get(n).column.getQuery();,if (ordering != null ) sql += ordering.get(n).column.getQuery();
SelectFromWhere.java,SelectFromWhere clone = (SelectFromWhere)super.clone();,if ((SelectFromWhere)super != null ) SelectFromWhere clone = (SelectFromWhere)super.clone();
SelectFromWhere.java,clone.selection = (Vector<Select>) selection.clone();,if (selection != null ) clone.selection = (Vector<Select>) selection.clone();
SelectFromWhere.java,clone.tables = (Vector<String>) tables.clone();,if (tables != null ) clone.tables = (Vector<String>) tables.clone();
SelectFromWhere.java,clone.whereClauses = (Vector<QueryStringWithParameters>) whereClauses.clone();,if (whereClauses != null ) clone.whereClauses = (Vector<QueryStringWithParameters>) whereClauses.clone();
SelectFromWhere.java,clone.ordering = (Vector<OrderBy>) ordering.clone();,if (ordering != null ) clone.ordering = (Vector<OrderBy>) ordering.clone();
SelectFromWhere.java,clone.grouping = (Vector<Select>) grouping.clone();,if (grouping != null ) clone.grouping = (Vector<Select>) grouping.clone();
SelectFromWhere.java,clone.havingClauses = (Vector<QueryStringWithParameters>) havingClauses.clone();,if (havingClauses != null ) clone.havingClauses = (Vector<QueryStringWithParameters>) havingClauses.clone();
JDBCQuerySetup.java,multiplier *= TableLetters.length();,if (TableLetters != null ) multiplier *= TableLetters.length();
SQLFragment.java,code ^= fragment.hashCode();,if (fragment != null ) code ^= fragment.hashCode();
SQLFrom.java,tableAlias = setup.nextTableAlias();,if (setup != null ) tableAlias = setup.nextTableAlias();
SQLQuery.java,colAliases[n] = setup.nextColAlias();,if (setup != null ) colAliases[n] = setup.nextColAlias();
SQLQueryComposer.java,final ResultSet rs = stmt.executeQuery();,if (stmt != null ) final ResultSet rs = stmt.executeQuery();
SQLQueryComposer.java,hasMore = rs.next();,if (rs != null ) hasMore = rs.next();
SQLQueryComposer.java,hasMore = rs.next();,if (rs != null ) hasMore = rs.next();
SQLQueryComposer.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
SQLQueryComposer.java,SQLReader<T> reader = query.getReader();,if (query != null ) SQLReader<T> reader = query.getReader();
SQLQueryComposer.java,ResultSet rs = stmt.executeQuery();,if (stmt != null ) ResultSet rs = stmt.executeQuery();
SQLQueryComposer.java,SQLReader<U> reader = query.getReader();,if (query != null ) SQLReader<U> reader = query.getReader();
SQLQueryComposer.java,SQLQuery<U> newQuery = transform.get();,if (transform != null ) SQLQuery<U> newQuery = transform.get();
SQLQueryComposer.java,SQLQuery<U> newQuery = transform.get();,if (transform != null ) SQLQuery<U> newQuery = transform.get();
SQLReader.java,sum += subreaders[n].getNumColumns();,if (subreaders[n] != null ) sum += subreaders[n].getNumColumns();
SQLReader.java,offset += subreaders[n].getNumColumns();,if (subreaders[n] != null ) offset += subreaders[n].getNumColumns();
SQLReader.java,sum += subreaders[n].getNumColumns();,if (subreaders[n] != null ) sum += subreaders[n].getNumColumns();
SQLReader.java,offset += subreaders[n].getNumColumns();,if (subreaders[n] != null ) offset += subreaders[n].getNumColumns();
SQLReader.java,offset += subreaders[n].getNumColumns();,if (subreaders[n] != null ) offset += subreaders[n].getNumColumns();
SQLSubstitution.java,paramIdx = params.size();,if (params != null ) paramIdx = params.size();
DBSetSourceChecker.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
JinqStreamSourceChecker.java,MethodSignature sig = val.getSignature();,if (val != null ) MethodSignature sig = val.getSignature();
QueryllSQLQueryTransformer.java,Type t = val.getType();,if (val != null ) Type t = val.getType();
QueryllSQLQueryTransformer.java,SQLColumnValues dataSource = new SQLColumnValues(sfw.getReader());,if (SQLColumnValues(sfw != null ) SQLColumnValues dataSource = new SQLColumnValues(sfw.getReader());
QueryllSQLQueryTransformer.java,Type t = val.getType();,if (val != null ) Type t = val.getType();
QueryllSQLQueryTransformer.java,String className = Type.getInternalName(test.getClass());,if (Type != null ) String className = Type.getInternalName(test.getClass());
QueryllSQLQueryTransformer.java,TypedValue pathReturn = path.getSimplifiedIsTrueReturnValue();,if (path != null ) TypedValue pathReturn = path.getSimplifiedIsTrueReturnValue();
QueryllSQLQueryTransformer.java,SQLColumnValues colVals = gen.generateFor(path.getSimplifiedReturnValue());,if (gen != null ) SQLColumnValues colVals = gen.generateFor(path.getSimplifiedReturnValue());
QueryllSQLQueryTransformer.java,String className = Type.getInternalName(select.getClass());,if (Type != null ) String className = Type.getInternalName(select.getClass());
QueryllSQLQueryTransformer.java,selects[n] = gen.generateFor(path.getSimplifiedReturnValue());,if (gen != null ) selects[n] = gen.generateFor(path.getSimplifiedReturnValue());
QueryllSQLQueryTransformer.java,String className = Type.getInternalName(aggregate.getClass());,if (Type != null ) String className = Type.getInternalName(aggregate.getClass());
QueryllSQLQueryTransformer.java,String className = Type.getInternalName(join.getClass());,if (Type != null ) String className = Type.getInternalName(join.getClass());
QueryllSQLQueryTransformer.java,SQLQuery subquery = gen.generateFor(path.getSimplifiedReturnValue());,if (gen != null ) SQLQuery subquery = gen.generateFor(path.getSimplifiedReturnValue());
QueryllSQLQueryTransformer.java,String className = Type.getInternalName(select.getClass());,if (Type != null ) String className = Type.getInternalName(select.getClass());
QueryllSQLQueryTransformer.java,String selectClassName = Type.getInternalName(select.getClass());,if (Type != null ) String selectClassName = Type.getInternalName(select.getClass());
